Timestamp,DateTime,Latitude,Longitude,Altitude,Cadence,Distance,Speed,Breathing rate (rpm),Minute ventilation (mL/min),Heart rate (bpm)
1651235119,2022-04-29T14:25:19,49.24185580573976,4.06793667934835,118.59999847412109375,81,2939.3030774775293,1.7907809795230492,29.0,43729.0,117.0
1651235121,2022-04-29T14:25:21,49.241865361109376,4.067976996302605,118.59999847412109375,81,2942.41680382489,1.6340939138058275,29.0,45474.0,118.0
1651235123,2022-04-29T14:25:23,49.241874162107706,4.068022174760699,118.59999847412109375,0,2945.8394531327526,1.6954941701105781,28.0,47145.0,117.0
1651235125,2022-04-29T14:25:25,49.241873659193516,4.068068442866206,118.59999847412109375,0,2949.1987805053323,1.751742915836606,28.0,47145.0,117.0
1651235129,2022-04-29T14:25:29,49.24188212491572,4.068166092038155,118.40000152587890625,57,2956.3499106277723,1.6661511584845559,26.0,44117.0,116.0
1651235134,2022-04-29T14:25:34,49.24189050681889,4.06827338039875,118.40000152587890625,57,2964.1941409316933,1.5039771642806272,26.0,43684.0,116.0
1651235141,2022-04-29T14:25:41,49.241893440485,4.068413861095905,118.1999969482421875,57,2974.39763659914,1.3950467697677027,26.0,39702.0,112.0
1651235150,2022-04-29T14:25:50,49.24191330559552,4.068577978760004,118,54,2986.5148892479765,1.316760334385981,26.0,36376.0,107.0
1651235151,2022-04-29T14:25:51,49.24191816709936,4.068590383976698,117.8000030517578125,53,2987.5652399429996,0.34831652281120895,26.0,36376.0,107.0
1651235157,2022-04-29T14:25:57,49.24192654900253,4.068604549393058,117.8000030517578125,0,2988.953104907655,0.16188601589874452,26.0,39464.0,116.0
1651235165,2022-04-29T14:26:05,49.2419211845845,4.068595664575696,117.8000030517578125,0,2989.831644165582,0.11604581312296712,31.0,68428.0,129.0
1651235170,2022-04-29T14:26:10,49.241925878450274,4.0686005260795355,117.8000030517578125,0,2990.4617004782535,0.5962325597955507,34.0,67339.0,135.0
1651235172,2022-04-29T14:26:12,49.24195496365428,4.068580577149987,118,0,2994.005272084151,3.1902332326352507,35.0,68935.0,135.0
1651235178,2022-04-29T14:26:18,49.24211807549,4.068409586325288,119,82,3015.9835663393355,3.6046867031557213,35.0,64654.0,136.0
1651235180,2022-04-29T14:26:20,49.24215621314943,4.068335322663188,119.1999969482421875,82,3022.8427657093966,3.2875516827168667,35.0,67652.0,135.0
1651235182,2022-04-29T14:26:22,49.242182448506355,4.068258544430137,119.40000152587890625,81,3029.133773070203,3.103091231835151,37.0,70799.0,135.0
1651235185,2022-04-29T14:26:25,49.24220315180719,4.0681354980915785,119.8000030517578125,80,3038.3582218685724,3.005885943269277,38.0,64654.0,136.0
1651235186,2022-04-29T14:26:26,49.24220331944525,4.068096941336989,119.8000030517578125,80,3041.15731684328,2.8129243567785807,40.0,66369.0,137.0
1651235189,2022-04-29T14:26:29,49.24220231361687,4.067980516701937,120,79,3049.6099192956867,2.7919933569587556,49.0,73663.0,139.0
1651235192,2022-04-29T14:26:32,49.242199547588825,4.067866271361709,120.1999969482421875,80,3057.9092769850326,2.582414001455618,48.0,86564.0,140.0
