time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),minute_ventilation_adjusted [mL/min](/api/datatype/38/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
422053390389,8,12987.84,14586.343384615384,,0.015625,84,0
422053390645,8,12987.84,14586.343384615384,,0.0,83,0
422053390901,8,12987.84,14586.343384615384,,0.0,83,0
422053391157,8,12987.84,14586.343384615384,,0.0,84,0
422053391413,8,12987.84,14586.343384615384,,0.0,84,0
422053391669,8,9880.32,11096.359384615385,,0.03515625,83,0
422053391925,7,9880.32,11096.359384615385,,0.09765625,82,0
422053392181,6,9880.32,11096.359384615385,,0.07421875,77,0
422053392437,6,8937.439999999999,10037.432615384614,,0.0390625,76,0
422053392693,6,8937.439999999999,10037.432615384614,,0.01953125,76,0
422053392949,7,8937.439999999999,10037.432615384614,,0.04296875,77,0
422053393205,7,8937.439999999999,10037.432615384614,,0.0,78,0
422053393461,7,8937.439999999999,10037.432615384614,,0.0,79,0
422053393717,7,8937.439999999999,10037.432615384614,,0.0,79,0
422053393973,7,9588.16,10768.241230769232,,0.015625,81,0
422053394229,7,9588.16,10768.241230769232,,0.0,82,0
422053394485,7,9588.16,10768.241230769232,,0.0,83,0
422053394741,7,9588.16,10768.241230769232,,0.015625,82,0
422053394997,7,9588.16,10768.241230769232,,0.015625,81,0
422053395253,7,9588.16,10768.241230769232,,0.0,82,0
422053395509,7,9588.16,10768.241230769232,,0.015625,82,0
422053395765,7,8605.439999999999,9664.571076923077,,0.0234375,82,0
422053396021,7,8605.439999999999,9664.571076923077,,0.03125,83,0
422053396277,7,8605.439999999999,9664.571076923077,,0.16015625,83,0
422053396533,7,8605.439999999999,9664.571076923077,,0.05859375,83,0
422053396789,7,8605.439999999999,9664.571076923077,,0.0390625,83,0
422053397045,7,10796.64,12125.457230769232,,0.05859375,84,0
422053397301,7,10796.64,12125.457230769232,,0.05078125,83,0
422053397557,7,10796.64,12125.457230769232,,0.01953125,83,0
422053397813,7,10796.64,12125.457230769232,,0.0546875,81,0
422053398069,7,10796.64,12125.457230769232,,0.03515625,77,0
422053398325,7,10796.64,12125.457230769232,,0.03125,73,0
422053398581,7,10796.64,12125.457230769232,,0.04296875,73,0
422053398837,7,10796.64,12125.457230769232,,0.11328125,69,0
422053399093,7,10371.68,11648.194461538462,,0.078125,68,0
422053399349,7,10371.68,11648.194461538462,,0.05859375,68,0
422053399605,7,10371.68,11648.194461538462,,0.07421875,68,0
422053399861,8,10371.68,11648.194461538462,,0.08203125,68,0
422053400117,8,10371.68,11648.194461538462,,0.05078125,71,0
422053400373,8,10371.68,11648.194461538462,,0.140625,71,0
422053400629,7,10371.68,11648.194461538462,,0.25390625,71,0
422053400885,7,10371.68,11648.194461538462,,0.203125,71,0
422053401141,7,10371.68,11648.194461538462,,0.23828125,69,0
422053401397,7,12669.119999999999,14228.396307692308,,0.2890625,67,0
422053401653,7,12669.119999999999,14228.396307692308,,0.23046875,72,0
422053401909,7,12669.119999999999,14228.396307692308,,0.2109375,72,0
422053402165,8,18499.04,20775.844923076926,,0.1484375,71,0
422053402421,9,18499.04,20775.844923076926,,0.1796875,73,34
422053402677,10,18764.64,21074.134153846153,,0.15234375,74,54
422053402933,10,18764.64,21074.134153846153,,0.16796875,91,57
422053403189,11,18764.64,21074.134153846153,,0.09765625,91,45
422053403445,11,18764.64,21074.134153846153,,0.171875,86,0
422053403701,11,18764.64,21074.134153846153,,0.13671875,86,0
422053403957,10,18764.64,21074.134153846153,,0.05859375,84,0
422053404213,10,19534.879999999997,21939.172923076927,,0.09765625,82,0
422053404469,10,19534.879999999997,21939.172923076927,,0.09375,82,0
422053404725,11,19534.879999999997,21939.172923076927,,0.1171875,83,0
422053404981,11,19534.879999999997,21939.172923076927,,0.0625,83,0
422053405237,11,19534.879999999997,21939.172923076927,,0.08203125,83,0
422053405493,11,19534.879999999997,21939.172923076927,,0.03125,82,0
422053405749,11,19534.879999999997,21939.172923076927,,0.01953125,82,0
422053406005,11,19468.48,21864.600615384617,,0.03515625,78,0
422053406261,11,19468.48,21864.600615384617,,0.03515625,79,0
