Timestamp,DateTime,Date,Time,TimeNumeric,Seconds,breathing_rate [rpm],minute_ventilation [mL/min],minute_ventilation_adjusted [mL/min],activity [g],heart_rate [bpm],cadence [spm]
1648645828,2022-03-30T15:10:28,2022-03-30,15:10:28,15.167,0.0,,,,,,
1648645829,2022-03-30T15:10:29,2022-03-30,15:10:29,15.167,1.0,10.0,0.0,0.0,0.0,70.0,0.0
1648645830,2022-03-30T15:10:30,2022-03-30,15:10:30,15.167,2.0,10.0,0.0,0.0,0.0,70.0,0.0
1648645831,2022-03-30T15:10:31,2022-03-30,15:10:31,15.167,3.0,10.0,0.0,0.0,0.0,70.0,0.0
1648645832,2022-03-30T15:10:32,2022-03-30,15:10:32,15.167,4.0,10.0,0.0,0.0,0.06640625,70.0,0.0
1648645833,2022-03-30T15:10:33,2022-03-30,15:10:33,15.167,5.0,15.0,24979.68,28054.10215384616,0.1953125,70.0,0.0
1648645834,2022-03-30T15:10:34,2022-03-30,15:10:34,15.167,6.0,27.0,24979.68,28054.10215384616,0.4609375,70.0,0.0
1648645835,2022-03-30T15:10:35,2022-03-30,15:10:35,15.167,7.0,37.0,25617.12,28769.996307692316,0.46875,70.0,0.0
1648645836,2022-03-30T15:10:36,2022-03-30,15:10:36,15.167,8.0,40.0,25617.12,28769.996307692316,0.3125,70.0,0.0
1648645837,2022-03-30T15:10:37,2022-03-30,15:10:37,15.167,9.0,39.0,24342.24,27338.208,0.1015625,70.0,0.0
1648645838,2022-03-30T15:10:38,2022-03-30,15:10:38,15.167,10.0,37.0,24342.24,27338.208,0.0859375,70.0,0.0
1648645839,2022-03-30T15:10:39,2022-03-30,15:10:39,15.167,11.0,35.0,23505.6,26398.59692307693,0.1640625,95.0,0.0
1648645840,2022-03-30T15:10:40,2022-03-30,15:10:40,15.167,12.0,35.0,22921.28,25742.36061538462,0.015625,94.0,0.0
1648645841,2022-03-30T15:10:41,2022-03-30,15:10:41,15.167,13.0,35.0,22921.28,25742.36061538462,0.01953125,93.0,0.0
1648645842,2022-03-30T15:10:42,2022-03-30,15:10:42,15.167,14.0,35.0,23359.52,26234.53784615385,0.02734375,93.0,0.0
1648645843,2022-03-30T15:10:43,2022-03-30,15:10:43,15.167,15.0,34.0,23359.52,26234.53784615385,0.0703125,94.0,0.0
1648645844,2022-03-30T15:10:44,2022-03-30,15:10:44,15.167,16.0,34.0,25404.64,28531.36492307693,0.12890625,90.0,0.0
1648645845,2022-03-30T15:10:45,2022-03-30,15:10:45,15.167,17.0,35.0,23864.16,26801.287384615385,0.2109375,90.0,0.0
1648645846,2022-03-30T15:10:46,2022-03-30,15:10:46,15.167,18.0,35.0,23864.16,26801.287384615385,0.32421875,92.0,0.0
1648645847,2022-03-30T15:10:47,2022-03-30,15:10:47,15.167,19.0,36.0,25510.88,28650.68061538462,0.31640625,93.0,0.0
1648645848,2022-03-30T15:10:48,2022-03-30,15:10:48,15.167,20.0,35.0,25510.88,28650.68061538462,0.21484375,93.0,0.0
1648645849,2022-03-30T15:10:49,2022-03-30,15:10:49,15.167,21.0,35.0,25510.88,28650.68061538462,0.140625,94.0,0.0
1648645850,2022-03-30T15:10:50,2022-03-30,15:10:50,15.167,22.0,34.0,23240.0,26100.30769230769,0.3203125,95.0,0.0
1648645851,2022-03-30T15:10:51,2022-03-30,15:10:51,15.167,23.0,33.0,23240.0,26100.30769230769,0.33984375,97.0,0.0
1648645852,2022-03-30T15:10:52,2022-03-30,15:10:52,15.167,24.0,32.0,26002.24,29202.51569230769,0.3359375,98.0,39.0
1648645853,2022-03-30T15:10:53,2022-03-30,15:10:53,15.167,25.0,32.0,26002.24,29202.51569230769,0.3984375,98.0,66.0
1648645854,2022-03-30T15:10:54,2022-03-30,15:10:54,15.167,26.0,32.0,26267.84,29500.804923076917,0.45703125,98.0,82.0
1648645855,2022-03-30T15:10:55,2022-03-30,15:10:55,15.167,27.0,32.0,27542.72,30932.59323076924,0.34375,99.0,96.0
1648645856,2022-03-30T15:10:56,2022-03-30,15:10:56,15.167,28.0,33.0,26958.4,30276.356923076924,0.3828125,99.0,106.0
1648645857,2022-03-30T15:10:57,2022-03-30,15:10:57,15.167,29.0,34.0,26958.4,30276.356923076924,0.39453125,101.0,108.0
1648645858,2022-03-30T15:10:58,2022-03-30,15:10:58,15.167,30.0,34.0,30676.8,34452.406153846154,0.359375,104.0,107.0
1648645859,2022-03-30T15:10:59,2022-03-30,15:10:59,15.167,31.0,33.0,30676.8,34452.406153846154,0.359375,105.0,106.0
1648645860,2022-03-30T15:11:00,2022-03-30,15:11:00,15.183,32.0,32.0,30676.8,34452.406153846154,0.40234375,107.0,103.0
1648645861,2022-03-30T15:11:01,2022-03-30,15:11:01,15.183,33.0,31.0,29601.12,33244.334769230765,0.43359375,108.0,101.0
1648645862,2022-03-30T15:11:02,2022-03-30,15:11:02,15.183,34.0,32.0,35789.6,40194.473846153836,0.3671875,108.0,100.0
1648645863,2022-03-30T15:11:03,2022-03-30,15:11:03,15.183,35.0,34.0,35789.6,40194.473846153836,0.46875,106.0,100.0
1648645864,2022-03-30T15:11:04,2022-03-30,15:11:04,15.183,36.0,36.0,31340.8,35198.129230769235,0.33984375,105.0,102.0
1648645865,2022-03-30T15:11:05,2022-03-30,15:11:05,15.183,37.0,35.0,31340.8,35198.129230769235,0.359375,102.0,105.0
1648645866,2022-03-30T15:11:06,2022-03-30,15:11:06,15.183,38.0,34.0,30477.6,34228.68923076923,0.2578125,102.0,106.0
1648645867,2022-03-30T15:11:07,2022-03-30,15:11:07,15.183,39.0,33.0,30477.6,34228.68923076923,0.375,100.0,104.0
1648645868,2022-03-30T15:11:08,2022-03-30,15:11:08,15.183,40.0,33.0,32854.72,36898.377846153846,0.38671875,98.0,101.0
1648645869,2022-03-30T15:11:09,2022-03-30,15:11:09,15.183,41.0,33.0,32854.72,36898.377846153846,0.359375,96.0,99.0
1648645870,2022-03-30T15:11:10,2022-03-30,15:11:10,15.183,42.0,32.0,31606.4,35496.41846153846,0.40234375,96.0,99.0
1648645871,2022-03-30T15:11:11,2022-03-30,15:11:11,15.183,43.0,31.0,31606.4,35496.41846153846,0.40625,94.0,101.0
1648645872,2022-03-30T15:11:12,2022-03-30,15:11:12,15.183,44.0,30.0,33053.92,37122.09476923077,0.4375,93.0,103.0
1648645873,2022-03-30T15:11:13,2022-03-30,15:11:13,15.183,45.0,30.0,33053.92,37122.09476923077,0.33203125,92.0,103.0
1648645874,2022-03-30T15:11:14,2022-03-30,15:11:14,15.183,46.0,30.0,33053.92,37122.09476923077,0.41796875,93.0,102.0
1648645875,2022-03-30T15:11:15,2022-03-30,15:11:15,15.183,47.0,30.0,33053.92,37122.09476923077,0.43359375,96.0,102.0
1648645876,2022-03-30T15:11:16,2022-03-30,15:11:16,15.183,48.0,30.0,33053.92,37122.09476923077,0.37109375,97.0,101.0
1648645877,2022-03-30T15:11:17,2022-03-30,15:11:17,15.183,49.0,29.0,32536.0,36540.43076923077,0.2734375,99.0,103.0
1648645878,2022-03-30T15:11:18,2022-03-30,15:11:18,15.183,50.0,27.0,32536.0,36540.43076923077,0.359375,101.0,105.0
1648645879,2022-03-30T15:11:19,2022-03-30,15:11:19,15.183,51.0,25.0,32536.0,36540.43076923077,0.3671875,102.0,106.0
1648645880,2022-03-30T15:11:20,2022-03-30,15:11:20,15.183,52.0,25.0,29030.08,32603.012923076923,0.30078125,102.0,104.0
1648645881,2022-03-30T15:11:21,2022-03-30,15:11:21,15.183,53.0,24.0,29030.08,32603.012923076923,0.37109375,102.0,98.0
1648645882,2022-03-30T15:11:22,2022-03-30,15:11:22,15.183,54.0,23.0,29030.08,32603.012923076923,0.296875,103.0,93.0
1648645883,2022-03-30T15:11:23,2022-03-30,15:11:23,15.183,55.0,23.0,28273.12,31752.888615384614,0.3671875,103.0,91.0
1648645884,2022-03-30T15:11:24,2022-03-30,15:11:24,15.183,56.0,22.0,28273.12,31752.888615384614,0.37109375,102.0,93.0
1648645885,2022-03-30T15:11:25,2022-03-30,15:11:25,15.183,57.0,22.0,28273.12,31752.888615384614,0.29296875,100.0,97.0
1648645886,2022-03-30T15:11:26,2022-03-30,15:11:26,15.183,58.0,22.0,29083.2,32662.67076923077,0.3828125,99.0,100.0
1648645887,2022-03-30T15:11:27,2022-03-30,15:11:27,15.183,59.0,21.0,29083.2,32662.67076923077,0.49609375,98.0,101.0
1648645888,2022-03-30T15:11:28,2022-03-30,15:11:28,15.183,60.0,21.0,29083.2,32662.67076923077,0.37109375,97.0,100.0
1648645889,2022-03-30T15:11:29,2022-03-30,15:11:29,15.183,61.0,21.0,26400.64,29649.949538461537,0.37890625,96.0,99.0
1648645890,2022-03-30T15:11:30,2022-03-30,15:11:30,15.183,62.0,20.0,26400.64,29649.949538461537,0.37890625,96.0,99.0
1648645891,2022-03-30T15:11:31,2022-03-30,15:11:31,15.183,63.0,19.0,26400.64,29649.949538461537,0.33203125,96.0,100.0
1648645892,2022-03-30T15:11:32,2022-03-30,15:11:32,15.183,64.0,19.0,26400.64,29649.949538461537,0.34375,97.0,100.0
1648645893,2022-03-30T15:11:33,2022-03-30,15:11:33,15.183,65.0,19.0,25829.6,29008.627692307684,0.37109375,98.0,101.0
1648645894,2022-03-30T15:11:34,2022-03-30,15:11:34,15.183,66.0,18.0,25829.6,29008.627692307684,0.40625,97.0,102.0
1648645895,2022-03-30T15:11:35,2022-03-30,15:11:35,15.183,67.0,18.0,25829.6,29008.627692307684,0.3984375,96.0,103.0
1648645896,2022-03-30T15:11:36,2022-03-30,15:11:36,15.183,68.0,18.0,25829.6,29008.627692307684,0.390625,95.0,103.0
1648645897,2022-03-30T15:11:37,2022-03-30,15:11:37,15.183,69.0,17.0,21872.16,24564.118153846157,0.37890625,95.0,104.0
1648645898,2022-03-30T15:11:38,2022-03-30,15:11:38,15.183,70.0,17.0,21872.16,24564.118153846157,0.421875,95.0,105.0
1648645899,2022-03-30T15:11:39,2022-03-30,15:11:39,15.183,71.0,17.0,21872.16,24564.118153846157,0.4140625,95.0,105.0
1648645900,2022-03-30T15:11:40,2022-03-30,15:11:40,15.183,72.0,17.0,20743.36,23296.388923076924,0.46875,95.0,106.0
1648645901,2022-03-30T15:11:41,2022-03-30,15:11:41,15.183,73.0,17.0,20743.36,23296.388923076924,0.44140625,94.0,107.0
1648645902,2022-03-30T15:11:42,2022-03-30,15:11:42,15.183,74.0,18.0,21951.84,24653.604923076924,0.48046875,94.0,108.0
1648645903,2022-03-30T15:11:43,2022-03-30,15:11:43,15.183,75.0,19.0,21951.84,24653.604923076924,0.4140625,94.0,109.0
1648645904,2022-03-30T15:11:44,2022-03-30,15:11:44,15.183,76.0,19.0,21951.84,24653.604923076924,0.46875,95.0,109.0
1648645905,2022-03-30T15:11:45,2022-03-30,15:11:45,15.183,77.0,19.0,21951.84,24653.604923076924,0.39453125,98.0,108.0
1648645906,2022-03-30T15:11:46,2022-03-30,15:11:46,15.183,78.0,19.0,22801.76,25608.130461538458,0.57421875,102.0,107.0
1648645907,2022-03-30T15:11:47,2022-03-30,15:11:47,15.183,79.0,19.0,22801.76,25608.130461538458,0.66015625,104.0,107.0
1648645908,2022-03-30T15:11:48,2022-03-30,15:11:48,15.183,80.0,19.0,26586.56,29858.752000000004,0.453125,105.0,110.0
1648645909,2022-03-30T15:11:49,2022-03-30,15:11:49,15.183,81.0,19.0,26586.56,29858.752000000004,0.4765625,108.0,114.0
1648645910,2022-03-30T15:11:50,2022-03-30,15:11:50,15.183,82.0,19.0,26586.56,29858.752000000004,0.5703125,110.0,118.0
1648645911,2022-03-30T15:11:51,2022-03-30,15:11:51,15.183,83.0,20.0,26586.56,29858.752000000004,0.4375,111.0,118.0
1648645912,2022-03-30T15:11:52,2022-03-30,15:11:52,15.183,84.0,20.0,26586.56,29858.752000000004,0.30859375,112.0,117.0
1648645913,2022-03-30T15:11:53,2022-03-30,15:11:53,15.183,85.0,19.0,25696.8,28859.48307692308,0.40625,112.0,113.0
1648645914,2022-03-30T15:11:54,2022-03-30,15:11:54,15.183,86.0,18.0,25696.8,28859.48307692308,0.2109375,111.0,107.0
1648645915,2022-03-30T15:11:55,2022-03-30,15:11:55,15.183,87.0,18.0,25696.8,28859.48307692308,0.05078125,111.0,100.0
1648645916,2022-03-30T15:11:56,2022-03-30,15:11:56,15.183,88.0,18.0,24926.56,27994.444307692305,0.16796875,111.0,94.0
1648645917,2022-03-30T15:11:57,2022-03-30,15:11:57,15.183,89.0,18.0,24926.56,27994.444307692305,0.1484375,111.0,81.0
1648645918,2022-03-30T15:11:58,2022-03-30,15:11:58,15.183,90.0,18.0,24926.56,27994.444307692305,0.26953125,111.0,69.0
1648645919,2022-03-30T15:11:59,2022-03-30,15:11:59,15.183,91.0,19.0,31101.76,34929.66892307692,0.12109375,112.0,62.0
1648645920,2022-03-30T15:12:00,2022-03-30,15:12:00,15.2,92.0,19.0,31101.76,34929.66892307692,0.06640625,112.0,48.0
1648645921,2022-03-30T15:12:01,2022-03-30,15:12:01,15.2,93.0,19.0,31752.48,35660.477538461535,0.06640625,110.0,0.0
1648645922,2022-03-30T15:12:02,2022-03-30,15:12:02,15.2,94.0,19.0,31752.48,35660.477538461535,0.05859375,108.0,0.0
1648645923,2022-03-30T15:12:03,2022-03-30,15:12:03,15.2,95.0,20.0,31752.48,35660.477538461535,0.02734375,108.0,0.0
1648645924,2022-03-30T15:12:04,2022-03-30,15:12:04,15.2,96.0,20.0,29972.96,33661.9396923077,0.0625,108.0,0.0
1648645925,2022-03-30T15:12:05,2022-03-30,15:12:05,15.2,97.0,19.0,29972.96,33661.9396923077,0.171875,108.0,0.0
1648645926,2022-03-30T15:12:06,2022-03-30,15:12:06,15.2,98.0,19.0,31765.76,35675.392,0.08203125,108.0,0.0
1648645927,2022-03-30T15:12:07,2022-03-30,15:12:07,15.2,99.0,20.0,26838.88,30142.126769230767,0.05859375,108.0,0.0
1648645928,2022-03-30T15:12:08,2022-03-30,15:12:08,15.2,100.0,21.0,26838.88,30142.126769230767,0.08203125,108.0,0.0
1648645929,2022-03-30T15:12:09,2022-03-30,15:12:09,15.2,101.0,22.0,29096.48,32677.585230769237,0.10546875,106.0,0.0
1648645930,2022-03-30T15:12:10,2022-03-30,15:12:10,15.2,102.0,24.0,29096.48,32677.585230769237,0.02734375,101.0,0.0
1648645931,2022-03-30T15:12:11,2022-03-30,15:12:11,15.2,103.0,25.0,29096.48,32677.585230769237,0.05078125,98.0,0.0
1648645932,2022-03-30T15:12:12,2022-03-30,15:12:12,15.2,104.0,26.0,29096.48,32677.585230769237,0.03125,95.0,0.0
1648645933,2022-03-30T15:12:13,2022-03-30,15:12:13,15.2,105.0,26.0,29096.48,32677.585230769237,0.01953125,93.0,0.0
1648645934,2022-03-30T15:12:14,2022-03-30,15:12:14,15.2,106.0,25.0,24860.16,27919.872000000003,0.0234375,90.0,0.0
1648645935,2022-03-30T15:12:15,2022-03-30,15:12:15,15.2,107.0,24.0,24860.16,27919.872000000003,0.03125,90.0,0.0
1648645936,2022-03-30T15:12:16,2022-03-30,15:12:16,15.2,108.0,23.0,24860.16,27919.872000000003,0.04296875,91.0,0.0
1648645937,2022-03-30T15:12:17,2022-03-30,15:12:17,15.2,109.0,23.0,24860.16,27919.872000000003,0.0625,90.0,0.0
1648645938,2022-03-30T15:12:18,2022-03-30,15:12:18,15.2,110.0,23.0,21487.04,24131.598769230768,0.0390625,90.0,0.0
1648645939,2022-03-30T15:12:19,2022-03-30,15:12:19,15.2,111.0,23.0,21487.04,24131.598769230768,0.04296875,91.0,0.0
1648645940,2022-03-30T15:12:20,2022-03-30,15:12:20,15.2,112.0,22.0,21487.04,24131.598769230768,0.05078125,92.0,0.0
1648645941,2022-03-30T15:12:21,2022-03-30,15:12:21,15.2,113.0,22.0,20557.44,23087.586461538463,0.05859375,97.0,0.0
1648645942,2022-03-30T15:12:22,2022-03-30,15:12:22,15.2,114.0,21.0,20557.44,23087.586461538463,0.03515625,99.0,0.0
1648645943,2022-03-30T15:12:23,2022-03-30,15:12:23,15.2,115.0,21.0,21765.92,24444.802461538457,0.03125,102.0,0.0
1648645944,2022-03-30T15:12:24,2022-03-30,15:12:24,15.2,116.0,21.0,21765.92,24444.802461538457,0.03125,104.0,0.0
1648645945,2022-03-30T15:12:25,2022-03-30,15:12:25,15.2,117.0,21.0,21340.96,23967.53969230769,0.02734375,105.0,0.0
1648645946,2022-03-30T15:12:26,2022-03-30,15:12:26,15.2,118.0,22.0,21566.72,24221.085538461542,0.0859375,105.0,0.0
1648645947,2022-03-30T15:12:27,2022-03-30,15:12:27,15.2,119.0,22.0,21566.72,24221.085538461542,0.0390625,105.0,0.0
1648645948,2022-03-30T15:12:28,2022-03-30,15:12:28,15.2,120.0,22.0,21739.36,24414.97353846154,0.0625,104.0,0.0
1648645949,2022-03-30T15:12:29,2022-03-30,15:12:29,15.2,121.0,22.0,21739.36,24414.97353846154,0.23046875,104.0,0.0
1648645950,2022-03-30T15:12:30,2022-03-30,15:12:30,15.2,122.0,23.0,30915.84,34720.86646153846,0.16796875,104.0,0.0
1648645951,2022-03-30T15:12:31,2022-03-30,15:12:31,15.2,123.0,25.0,30915.84,34720.86646153846,0.1640625,104.0,0.0
1648645952,2022-03-30T15:12:32,2022-03-30,15:12:32,15.2,124.0,27.0,30915.84,34720.86646153846,0.203125,104.0,0.0
1648645953,2022-03-30T15:12:33,2022-03-30,15:12:33,15.2,125.0,27.0,26374.08,29620.120615384614,0.3125,104.0,0.0
1648645954,2022-03-30T15:12:34,2022-03-30,15:12:34,15.2,126.0,28.0,26374.08,29620.120615384614,0.234375,104.0,0.0
1648645955,2022-03-30T15:12:35,2022-03-30,15:12:35,15.2,127.0,28.0,26374.08,29620.120615384614,0.21875,104.0,0.0
1648645956,2022-03-30T15:12:36,2022-03-30,15:12:36,15.2,128.0,28.0,28153.6,31618.658461538464,0.1953125,105.0,0.0
1648645957,2022-03-30T15:12:37,2022-03-30,15:12:37,15.2,129.0,29.0,29893.28,33572.45292307692,0.23046875,106.0,0.0
1648645958,2022-03-30T15:12:38,2022-03-30,15:12:38,15.2,130.0,30.0,29893.28,33572.45292307692,0.28515625,106.0,0.0
1648645959,2022-03-30T15:12:39,2022-03-30,15:12:39,15.2,131.0,30.0,29893.28,33572.45292307692,0.37109375,106.0,0.0
1648645960,2022-03-30T15:12:40,2022-03-30,15:12:40,15.2,132.0,30.0,29893.28,33572.45292307692,0.3203125,106.0,35.0
1648645961,2022-03-30T15:12:41,2022-03-30,15:12:41,15.2,133.0,30.0,29893.28,33572.45292307692,0.35546875,105.0,61.0
1648645962,2022-03-30T15:12:42,2022-03-30,15:12:42,15.2,134.0,29.0,26639.68,29918.40984615384,0.3046875,105.0,77.0
1648645963,2022-03-30T15:12:43,2022-03-30,15:12:43,15.2,135.0,27.0,28007.52,31454.599384615387,0.32421875,104.0,93.0
1648645964,2022-03-30T15:12:44,2022-03-30,15:12:44,15.2,136.0,25.0,28007.52,31454.599384615387,0.390625,103.0,104.0
1648645965,2022-03-30T15:12:45,2022-03-30,15:12:45,15.2,137.0,24.0,28007.52,31454.599384615387,0.34765625,102.0,106.0
1648645966,2022-03-30T15:12:46,2022-03-30,15:12:46,15.2,138.0,24.0,35431.04,39791.78338461538,0.27734375,100.0,104.0
1648645967,2022-03-30T15:12:47,2022-03-30,15:12:47,15.2,139.0,24.0,35431.04,39791.78338461538,0.359375,99.0,101.0
1648645968,2022-03-30T15:12:48,2022-03-30,15:12:48,15.2,140.0,23.0,35431.04,39791.78338461538,0.40234375,98.0,100.0
1648645969,2022-03-30T15:12:49,2022-03-30,15:12:49,15.2,141.0,23.0,35431.04,39791.78338461538,0.359375,98.0,99.0
1648645970,2022-03-30T15:12:50,2022-03-30,15:12:50,15.2,142.0,23.0,35431.04,39791.78338461538,0.421875,97.0,99.0
1648645971,2022-03-30T15:12:51,2022-03-30,15:12:51,15.2,143.0,23.0,27795.04,31215.968,0.37890625,97.0,101.0
1648645972,2022-03-30T15:12:52,2022-03-30,15:12:52,15.2,144.0,21.0,27795.04,31215.968,0.3046875,97.0,101.0
1648645973,2022-03-30T15:12:53,2022-03-30,15:12:53,15.2,145.0,20.0,31513.44,35392.017230769234,0.33203125,97.0,101.0
1648645974,2022-03-30T15:12:54,2022-03-30,15:12:54,15.2,146.0,20.0,31513.44,35392.017230769234,0.32421875,97.0,100.0
1648645975,2022-03-30T15:12:55,2022-03-30,15:12:55,15.2,147.0,21.0,30477.6,34228.68923076923,0.265625,97.0,99.0
1648645976,2022-03-30T15:12:56,2022-03-30,15:12:56,15.2,148.0,21.0,30477.6,34228.68923076923,0.38671875,97.0,98.0
1648645977,2022-03-30T15:12:57,2022-03-30,15:12:57,15.2,149.0,22.0,30477.6,34228.68923076923,0.421875,98.0,99.0
1648645978,2022-03-30T15:12:58,2022-03-30,15:12:58,15.2,150.0,21.0,28963.68,32528.440615384614,0.38671875,98.0,100.0
1648645979,2022-03-30T15:12:59,2022-03-30,15:12:59,15.2,151.0,21.0,28963.68,32528.440615384614,0.390625,99.0,102.0
1648645980,2022-03-30T15:13:00,2022-03-30,15:13:00,15.217,152.0,21.0,32363.36,36346.542769230764,0.42578125,99.0,104.0
1648645981,2022-03-30T15:13:01,2022-03-30,15:13:01,15.217,153.0,22.0,32363.36,36346.542769230764,0.40234375,99.0,104.0
1648645982,2022-03-30T15:13:02,2022-03-30,15:13:02,15.217,154.0,23.0,32363.36,36346.542769230764,0.3359375,100.0,103.0
1648645983,2022-03-30T15:13:03,2022-03-30,15:13:03,15.217,155.0,23.0,32363.36,36346.542769230764,0.3671875,101.0,101.0
1648645984,2022-03-30T15:13:04,2022-03-30,15:13:04,15.217,156.0,23.0,32363.36,36346.542769230764,0.359375,101.0,100.0
1648645985,2022-03-30T15:13:05,2022-03-30,15:13:05,15.217,157.0,23.0,32363.36,36346.542769230764,0.30859375,102.0,98.0
1648645986,2022-03-30T15:13:06,2022-03-30,15:13:06,15.217,158.0,22.0,27409.92,30783.44861538462,0.3515625,101.0,97.0
1648645987,2022-03-30T15:13:07,2022-03-30,15:13:07,15.217,159.0,20.0,27409.92,30783.44861538462,0.33203125,101.0,98.0
1648645988,2022-03-30T15:13:08,2022-03-30,15:13:08,15.217,160.0,19.0,20756.64,23311.303384615385,0.37109375,100.0,100.0
1648645989,2022-03-30T15:13:09,2022-03-30,15:13:09,15.217,161.0,18.0,20756.64,23311.303384615385,0.37109375,100.0,101.0
1648645990,2022-03-30T15:13:10,2022-03-30,15:13:10,15.217,162.0,19.0,23253.28,26115.222153846156,0.38671875,100.0,101.0
1648645991,2022-03-30T15:13:11,2022-03-30,15:13:11,15.217,163.0,21.0,23253.28,26115.222153846156,0.3671875,100.0,103.0
1648645992,2022-03-30T15:13:12,2022-03-30,15:13:12,15.217,164.0,22.0,23253.28,26115.222153846156,0.453125,101.0,106.0
1648645993,2022-03-30T15:13:13,2022-03-30,15:13:13,15.217,165.0,22.0,23253.28,26115.222153846156,0.28125,102.0,108.0
1648645994,2022-03-30T15:13:14,2022-03-30,15:13:14,15.217,166.0,22.0,24328.96,27323.29353846154,0.34765625,102.0,107.0
1648645995,2022-03-30T15:13:15,2022-03-30,15:13:15,15.217,167.0,21.0,24328.96,27323.29353846154,0.27734375,103.0,106.0
1648645996,2022-03-30T15:13:16,2022-03-30,15:13:16,15.217,168.0,20.0,24328.96,27323.29353846154,0.30078125,105.0,101.0
1648645997,2022-03-30T15:13:17,2022-03-30,15:13:17,15.217,169.0,20.0,24328.96,27323.29353846154,0.37890625,107.0,92.0
1648645998,2022-03-30T15:13:18,2022-03-30,15:13:18,15.217,170.0,19.0,24461.76,27472.438153846164,0.265625,108.0,85.0
1648645999,2022-03-30T15:13:19,2022-03-30,15:13:19,15.217,171.0,19.0,24461.76,27472.438153846164,0.3125,108.0,83.0
1648646000,2022-03-30T15:13:20,2022-03-30,15:13:20,15.217,172.0,18.0,24275.84,27263.63569230769,0.2890625,108.0,83.0
1648646001,2022-03-30T15:13:21,2022-03-30,15:13:21,15.217,173.0,18.0,24275.84,27263.63569230769,0.296875,107.0,83.0
1648646002,2022-03-30T15:13:22,2022-03-30,15:13:22,15.217,174.0,19.0,22947.84,25772.189538461538,0.34375,105.0,83.0
1648646003,2022-03-30T15:13:23,2022-03-30,15:13:23,15.217,175.0,20.0,27516.16,30902.764307692305,0.2578125,102.0,83.0
1648646004,2022-03-30T15:13:24,2022-03-30,15:13:24,15.217,176.0,22.0,27516.16,30902.764307692305,0.32421875,100.0,81.0
1648646005,2022-03-30T15:13:25,2022-03-30,15:13:25,15.217,177.0,23.0,29202.72,32796.90092307692,0.25,100.0,77.0
1648646006,2022-03-30T15:13:26,2022-03-30,15:13:26,15.217,178.0,24.0,29202.72,32796.90092307692,0.3515625,100.0,75.0
1648646007,2022-03-30T15:13:27,2022-03-30,15:13:27,15.217,179.0,24.0,29428.48,33050.446769230766,0.3671875,100.0,78.0
1648646008,2022-03-30T15:13:28,2022-03-30,15:13:28,15.217,180.0,25.0,29428.48,33050.446769230766,0.29296875,98.0,83.0
1648646009,2022-03-30T15:13:29,2022-03-30,15:13:29,15.217,181.0,25.0,30065.92,33766.340923076925,0.35546875,97.0,90.0
1648646010,2022-03-30T15:13:30,2022-03-30,15:13:30,15.217,182.0,28.0,31725.92,35630.64861538462,0.359375,96.0,97.0
1648646011,2022-03-30T15:13:31,2022-03-30,15:13:31,15.217,183.0,32.0,31725.92,35630.64861538462,0.33203125,95.0,100.0
1648646012,2022-03-30T15:13:32,2022-03-30,15:13:32,15.217,184.0,34.0,34182.72,38389.824,0.39453125,94.0,102.0
1648646013,2022-03-30T15:13:33,2022-03-30,15:13:33,15.217,185.0,36.0,37051.2,41611.34769230769,0.33984375,94.0,101.0
1648646014,2022-03-30T15:13:34,2022-03-30,15:13:34,15.217,186.0,38.0,36134.88,40582.24984615385,0.24609375,93.0,97.0
1648646015,2022-03-30T15:13:35,2022-03-30,15:13:35,15.217,187.0,39.0,36134.88,40582.24984615385,0.32421875,93.0,90.0
1648646016,2022-03-30T15:13:36,2022-03-30,15:13:36,15.217,188.0,39.0,36134.88,40582.24984615385,0.28515625,93.0,86.0
1648646017,2022-03-30T15:13:37,2022-03-30,15:13:37,15.217,189.0,38.0,30119.04,33825.998769230784,0.28125,95.0,82.0
1648646018,2022-03-30T15:13:38,2022-03-30,15:13:38,15.217,190.0,36.0,30119.04,33825.998769230784,0.3203125,96.0,76.0
1648646019,2022-03-30T15:13:39,2022-03-30,15:13:39,15.217,191.0,35.0,29587.84,33229.420307692315,0.24609375,97.0,69.0
1648646020,2022-03-30T15:13:40,2022-03-30,15:13:40,15.217,192.0,35.0,29587.84,33229.420307692315,0.3984375,98.0,64.0
1648646021,2022-03-30T15:13:41,2022-03-30,15:13:41,15.217,193.0,35.0,31048.64,34870.011076923074,0.31640625,99.0,62.0
1648646022,2022-03-30T15:13:42,2022-03-30,15:13:42,15.217,194.0,35.0,31048.64,34870.011076923074,0.3125,101.0,61.0
1648646023,2022-03-30T15:13:43,2022-03-30,15:13:43,15.217,195.0,34.0,31048.64,34870.011076923074,0.171875,102.0,58.0
1648646024,2022-03-30T15:13:44,2022-03-30,15:13:44,15.217,196.0,34.0,30331.52,34064.63015384616,0.2734375,103.0,55.0
1648646025,2022-03-30T15:13:45,2022-03-30,15:13:45,15.217,197.0,32.0,30968.96,34780.524307692314,0.2890625,101.0,45.0
1648646026,2022-03-30T15:13:46,2022-03-30,15:13:46,15.217,198.0,31.0,30968.96,34780.524307692314,0.26171875,101.0,30.0
1648646027,2022-03-30T15:13:47,2022-03-30,15:13:47,15.217,199.0,31.0,30968.96,34780.524307692314,0.1484375,101.0,32.0
