Sensor,Timestamp,DateTime,Date,Time,TimeNumeric,Seconds,Period,Temperature (°C),Humidity (%RH),Pressure (hPa),NO2 (ppm),NO2 (µg/m3),CO (ppm),CO (mg/m3),O3 (ppm),O3 (µg/m3),NO (ppm),NO (µg/m3),PM1 (µg/m3),PM2.5 (µg/m3),PM10 (µg/m3),UPT (s)
AQT530_T3810933,1651231190,2022-04-29T13:19:50,2022-04-29,13:19:50,13.316666666666666,1140,Day,20.8,38.9,1010.8,,,,,1.011,2.0070005971638762,1.036,1.2858220220499486,5.8,9.8,17.7,1201
AQT530_T3810933,1651231250,2022-04-29T13:20:50,2022-04-29,13:20:50,13.333333333333334,1200,Day,20.8,37.3,1010.7,-0.0,-0.0,,,0.7859999999999999,1.5601843764818442,1.041,1.2918999044976456,5.8,9.8,17.7,1261
AQT530_T3810933,1651231310,2022-04-29T13:21:50,2022-04-29,13:21:50,13.35,1260,Day,20.6,37.1,1010.7,,,,,0.584,1.1600102184857708,1.036,1.2865701803796117,4.8,8.3,17.0,1321
AQT530_T3810933,1651231370,2022-04-29T13:22:50,2022-04-29,13:22:50,13.366666666666667,1320,Day,20.4,35.0,1010.7,-0.0,-0.0,,,0.40299999999999997,0.8010318869222456,1.021,1.2688061017366554,4.8,8.3,17.0,1381
AQT530_T3810933,1651231430,2022-04-29T13:23:50,2022-04-29,13:23:50,13.383333333333333,1380,Day,20.3,36.6,1010.7,,,,,0.239,0.4752155357821959,0.998,1.2406464254154508,4.8,8.3,17.0,1441
AQT530_T3810933,1651231490,2022-04-29T13:24:50,2022-04-29,13:24:50,13.4,1440,Day,20.4,36.0,1010.7,,,,,0.069,0.13714938014301478,0.97,1.2054279321102406,4.8,8.3,17.0,1501
AQT530_T3810933,1651231550,2022-04-29T13:25:50,2022-04-29,13:25:50,13.416666666666666,1500,Day,20.4,36.6,1010.7,-0.0,-0.0,,,,,0.937,1.1644185282343253,4.8,8.3,17.0,1561
AQT530_T3810933,1651231610,2022-04-29T13:26:50,2022-04-29,13:26:50,13.433333333333334,1560,Day,20.6,34.6,1010.7,,,0.019,2.202289662442717e-05,,,0.9009999999999999,1.1189186607355504,4.8,8.3,17.0,1621
AQT530_T3810933,1651231670,2022-04-29T13:27:50,2022-04-29,13:27:50,13.45,1620,Day,20.6,36.1,1010.7,-0.0,-0.0,0.08,9.272798578706178e-05,,,0.862,1.070485999505044,4.8,8.3,17.0,1681
AQT530_T3810933,1651231730,2022-04-29T13:28:50,2022-04-29,13:28:50,13.466666666666667,1680,Day,20.6,35.3,1010.7,,,0.133,0.00015416027637099022,-0.0,-0.0,0.821,1.0195696120575883,4.8,8.3,17.0,1741
AQT530_T3810933,1651231790,2022-04-29T13:29:50,2022-04-29,13:29:50,13.483333333333333,1740,Day,20.4,37.0,1010.6,,,0.179,0.00020759968442983712,,,0.78,0.9692172773883112,4.8,8.3,17.0,1801
AQT530_T3810933,1651231850,2022-04-29T13:30:50,2022-04-29,13:30:50,13.5,1800,Day,20.6,37.2,1010.6,,,0.22,0.0002549767306818173,,,0.736,0.9139208143507748,4.8,8.3,17.0,1860
AQT530_T3810933,1651231910,2022-04-29T13:31:50,2022-04-29,13:31:50,13.516666666666667,1860,Day,20.8,38.0,1010.6,,,0.255,0.00029534012792272775,-0.0,-0.0,0.696,0.8636631788810571,3.5,6.7,15.5,1920
AQT530_T3810933,1651231970,2022-04-29T13:32:50,2022-04-29,13:32:50,13.533333333333333,1920,Day,21.0,37.8,1010.6,,,0.289,0.00033449122788805225,,,0.652,0.8085136796542179,3.5,6.7,15.5,1980
AQT530_T3810933,1651232030,2022-04-29T13:33:50,2022-04-29,13:33:50,13.55,1980,Day,21.1,36.2,1010.6,-0.0,-0.0,0.316,0.00036561697730037374,0.0,0.0,0.611,0.7574140693024591,3.5,6.7,15.5,2040
AQT530_T3810933,1651232090,2022-04-29T13:34:50,2022-04-29,13:34:50,13.566666666666666,2040,Day,21.1,37.0,1010.6,,,0.34,0.0003933853553231869,,,0.5720000000000001,0.7090684904108129,3.5,6.7,15.5,2100
AQT530_T3810933,1651232150,2022-04-29T13:35:50,2022-04-29,13:35:50,13.583333333333334,2100,Day,21.1,35.2,1010.7,,,0.359,0.0004154097557840626,,,0.5329999999999999,0.660788290790047,3.5,6.7,15.5,2160
AQT530_T3810933,1651232210,2022-04-29T13:36:50,2022-04-29,13:36:50,13.6,2160,Day,21.1,35.3,1010.6,,,0.37799999999999995,0.0004373519538593078,,,0.495,0.6136169628555111,3.5,6.7,15.5,2220
AQT530_T3810933,1651232270,2022-04-29T13:37:50,2022-04-29,13:37:50,13.616666666666667,2220,Day,21.2,36.4,1010.6,,,0.39299999999999996,0.0004545527117168653,,,0.46,0.5700361797510196,3.5,6.7,15.5,2280
AQT530_T3810933,1651232330,2022-04-29T13:38:50,2022-04-29,13:38:50,13.633333333333333,2280,Day,21.4,33.4,1010.6,,,0.408,0.00047158162948435684,0.001,0.0019807280151389497,0.424,0.5250678883198256,3.5,6.7,15.5,2340
AQT530_T3810933,1651232390,2022-04-29T13:39:50,2022-04-29,13:39:50,13.65,2340,Day,21.4,34.7,1010.6,,,0.42,0.00048545167741036725,-0.0,-0.0,0.392,0.48544012316361235,3.5,6.7,15.5,2400
AQT530_T3810933,1651232450,2022-04-29T13:40:50,2022-04-29,13:40:50,13.666666666666666,2400,Day,21.5,35.5,1010.6,,,0.429,0.0004956859275196962,,,0.361,0.44689900303976154,3.5,6.7,15.5,2460
AQT530_T3810933,1651232510,2022-04-29T13:41:50,2022-04-29,13:41:50,13.683333333333334,2460,Day,21.3,35.3,1010.6,,,0.43799999999999994,0.0005064286823098429,0.0,0.0,0.331,0.4100389044254568,3.7,7.2,15.7,2520
AQT530_T3810933,1651232570,2022-04-29T13:42:50,2022-04-29,13:42:50,13.7,2520,Day,21.2,36.8,1010.6,-0.0,-0.0,0.445,0.000514697090875331,,,0.303,0.37548035318382367,3.7,7.2,15.7,2580
AQT530_T3810933,1651232630,2022-04-29T13:43:50,2022-04-29,13:43:50,13.716666666666667,2580,Day,20.9,37.0,1010.6,,,0.449,0.0005198534134943801,,,0.276,0.3423706502493711,3.7,7.2,15.7,2640
AQT530_T3810933,1651232690,2022-04-29T13:44:50,2022-04-29,13:44:50,13.733333333333333,2640,Day,20.7,38.9,1010.6,,,0.45,0.0005213658265194476,,,0.254,0.31529468580884207,3.7,7.2,15.7,2700
AQT530_T3810933,1651232750,2022-04-29T13:45:50,2022-04-29,13:45:50,13.75,2700,Day,20.6,36.4,1010.6,,,0.452,0.0005238612830371882,0.0,0.0,0.228,0.2831167740108379,3.7,7.2,15.7,2760
AQT530_T3810933,1651232810,2022-04-29T13:46:50,2022-04-29,13:46:50,13.766666666666667,2760,Day,20.5,38.7,1010.6,-0.0,-0.0,0.451,0.0005228802997018794,0.001,0.0019867986952466455,0.20800000000000002,0.25836992499219136,3.7,7.2,15.7,2820
AQT530_T3810933,1651232870,2022-04-29T13:47:50,2022-04-29,13:47:50,13.783333333333333,2820,Day,20.4,37.2,1010.7,,,0.45299999999999996,0.0005254299590658354,,,0.18600000000000003,0.23114391275515958,3.7,7.2,15.7,2880
AQT530_T3810933,1651232930,2022-04-29T13:48:50,2022-04-29,13:48:50,13.8,2880,Day,20.1,38.5,1010.6,,,0.45,0.0005224325596683365,-0.0,-0.0,0.168,0.20896805009549435,3.7,7.2,15.7,2940
AQT530_T3810933,1651232990,2022-04-29T13:49:50,2022-04-29,13:49:50,13.816666666666666,2940,Day,19.9,41.2,1010.6,-0.0,-0.0,0.447,0.000519303847359113,,,0.151,0.18795065818985182,3.7,7.2,15.7,3000
AQT530_T3810933,1651233050,2022-04-29T13:50:50,2022-04-29,13:50:50,13.833333333333334,3000,Day,19.9,39.4,1010.6,,,0.447,0.000519303847359113,0.001,0.0019908665308281098,0.132,0.16430123762291685,3.7,7.2,15.7,3060
AQT530_T3810933,1651233110,2022-04-29T13:51:50,2022-04-29,13:51:50,13.85,3060,Day,19.8,39.1,1010.6,,,0.445,0.0005171568141292154,,,0.11699999999999999,0.14568035421266703,3.2,7.0,18.7,3120
AQT530_T3810933,1651233170,2022-04-29T13:52:50,2022-04-29,13:52:50,13.866666666666667,3120,Day,19.6,41.2,1010.6,,,0.439,0.000510532459063537,0.0,0.0,0.10400000000000001,0.12958211524160032,3.2,7.0,18.7,3180
AQT530_T3810933,1651233230,2022-04-29T13:53:50,2022-04-29,13:53:50,13.883333333333333,3180,Day,19.6,40.0,1010.6,,,0.43700000000000006,0.0005082065708673478,0.0,0.0,0.087,0.1084004233271079,3.2,7.0,18.7,3240
AQT530_T3810933,1651233290,2022-04-29T13:54:50,2022-04-29,13:54:50,13.9,3240,Day,19.6,40.7,1010.6,,,0.435,0.0005058806826711585,0.001,0.0019929067014831,0.075,0.09344864079923097,3.2,7.0,18.7,3300
AQT530_T3810933,1651233350,2022-04-29T13:55:50,2022-04-29,13:55:50,13.916666666666666,3300,Day,19.5,40.5,1010.6,,,0.431,0.000501400178756579,,,0.063,0.07852368104882589,3.2,7.0,18.7,3359
AQT530_T3810933,1651233410,2022-04-29T13:56:50,2022-04-29,13:56:50,13.933333333333334,3360,Day,19.4,41.5,1010.6,,,0.426,0.0004957528726355388,0.001,0.0019942691398365324,0.053,0.06608218531217085,3.2,7.0,18.7,3419
AQT530_T3810933,1651233470,2022-04-29T13:57:50,2022-04-29,13:57:50,13.95,3420,Day,19.5,39.8,1010.6,,,0.424,0.0004932567883823423,0.0,0.0,0.040999999999999995,0.051102713063521606,3.2,7.0,18.7,3479
AQT530_T3810933,1651233530,2022-04-29T13:58:50,2022-04-29,13:58:50,13.966666666666667,3480,Day,19.5,41.2,1010.6,,,0.42,0.0004886034224542069,0.0,0.0,0.032,0.03988504434226076,3.2,7.0,18.7,3539
AQT530_T3810933,1651233590,2022-04-29T13:59:50,2022-04-29,13:59:50,13.983333333333333,3540,Day,19.6,40.8,1010.6,,,0.419,0.00048727357710164467,,,0.022000000000000002,0.02741160130110776,3.2,7.0,18.7,3599
AQT530_T3810933,1651233650,2022-04-29T14:00:50,2022-04-29,14:00:50,14.0,3600,Day,19.7,40.7,1010.6,,,0.41700000000000004,0.0004847820929727577,0.0,0.0,0.013999999999999999,0.017437789736071855,3.2,7.0,18.7,3659
AQT530_T3810933,1651233710,2022-04-29T14:01:50,2022-04-29,14:01:50,14.016666666666667,3660,Day,20.0,39.2,1010.5,,,0.413,0.00047959309297324006,,,0.006,0.007464951752855612,2.8,6.3,15.2,3719
AQT530_T3810933,1651233770,2022-04-29T14:02:50,2022-04-29,14:02:50,14.033333333333333,3720,Day,20.3,40.6,1010.5,,,0.41200000000000003,0.0004779427398482972,0.0,0.0,,,2.8,6.3,15.2,3779
AQT530_T3810933,1651233830,2022-04-29T14:03:50,2022-04-29,14:03:50,14.05,3780,Day,20.6,40.5,1010.6,,,0.409,0.0004740249220402876,,,,,2.8,6.3,15.2,3839
AQT530_T3810933,1651233890,2022-04-29T14:04:50,2022-04-29,14:04:50,14.066666666666666,3840,Day,20.5,36.8,1010.6,,,0.408,0.0004730269673577977,0.0,0.0,,,2.8,6.3,15.2,3899
AQT530_T3810933,1651233950,2022-04-29T14:05:50,2022-04-29,14:05:50,14.083333333333334,3900,Day,20.3,38.0,1010.5,,,0.40299999999999997,0.00046750224310403816,-0.0,-0.0,,,2.8,6.3,15.2,3959
AQT530_T3810933,1651234010,2022-04-29T14:06:50,2022-04-29,14:06:50,14.1,3960,Day,20.5,38.8,1010.6,-0.0,-0.0,0.4,0.0004637519287821546,0.0,0.0,,,2.8,6.3,15.2,4019
AQT530_T3810933,1651234070,2022-04-29T14:07:50,2022-04-29,14:07:50,14.116666666666667,4020,Day,20.6,37.0,1010.5,,,0.39899999999999997,0.00046238931217834855,0.001,0.0019859258092178615,,,2.8,6.3,15.2,4079
AQT530_T3810933,1651234130,2022-04-29T14:08:50,2022-04-29,14:08:50,14.133333333333333,4080,Day,21.0,43.5,1010.6,,,0.39299999999999996,0.0004548617735640295,,,,,2.8,6.3,15.2,4139
AQT530_T3810933,1651234190,2022-04-29T14:09:50,2022-04-29,14:09:50,14.15,4140,Day,21.3,35.1,1010.5,,,0.395,0.000456665605929359,,,,,2.8,6.3,15.2,4199
AQT530_T3810933,1651234250,2022-04-29T14:10:50,2022-04-29,14:10:50,14.166666666666666,4200,Day,21.5,37.9,1010.5,,,0.39399999999999996,0.0004552003036459433,,,,,2.8,6.3,15.2,4259
AQT530_T3810933,1651234310,2022-04-29T14:11:50,2022-04-29,14:11:50,14.183333333333334,4260,Day,21.6,34.7,1010.5,,,0.395,0.00045620080633044873,,,,,2.6,5.6,14.0,4319
AQT530_T3810933,1651234370,2022-04-29T14:12:50,2022-04-29,14:12:50,14.2,4320,Day,21.5,32.9,1010.5,-0.0,-0.0,0.39399999999999996,0.0004552003036459433,,,,,2.6,5.6,14.0,4379
AQT530_T3810933,1651234430,2022-04-29T14:13:50,2022-04-29,14:13:50,14.216666666666667,4380,Day,21.1,36.2,1010.5,,,0.391,0.00045234839381277697,,,-0.0,-0.0,2.6,5.6,14.0,4439
AQT530_T3810933,1651234490,2022-04-29T14:14:50,2022-04-29,14:14:50,14.233333333333333,4440,Day,21.1,35.4,1010.5,,,0.39,0.0004511914925498287,-0.0,-0.0,,,2.6,5.6,14.0,4499
AQT530_T3810933,1651234550,2022-04-29T14:15:50,2022-04-29,14:15:50,14.25,4500,Day,21.1,33.7,1010.5,-0.0,-0.0,0.39,0.0004511914925498287,,,,,2.6,5.6,14.0,4558
AQT530_T3810933,1651234610,2022-04-29T14:16:50,2022-04-29,14:16:50,14.266666666666667,4560,Day,20.9,33.3,1010.4,-0.0,-0.0,0.389,0.00045029611908634125,0.0,0.0,,,2.6,5.6,14.0,4618
AQT530_T3810933,1651234670,2022-04-29T14:17:50,2022-04-29,14:17:50,14.283333333333333,4620,Day,20.7,35.2,1010.5,,,0.386,0.00044717176755588555,0.001,0.0019852499794376275,,,2.6,5.6,14.0,4678
AQT530_T3810933,1651234730,2022-04-29T14:18:50,2022-04-29,14:18:50,14.3,4680,Day,20.7,36.7,1010.5,,,0.384,0.0004448548153923836,,,,,2.6,5.6,14.0,4738
AQT530_T3810933,1651234790,2022-04-29T14:19:50,2022-04-29,14:19:50,14.316666666666666,4740,Day,21.1,35.8,1010.5,0.0,0.0,0.381,0.0004407793811832941,,,,,2.6,5.6,14.0,4798
AQT530_T3810933,1651234850,2022-04-29T14:20:50,2022-04-29,14:20:50,14.333333333333334,4800,Day,21.1,36.8,1010.5,-0.0,-0.0,0.379,0.00043846557865739774,-0.0,-0.0,,,2.6,5.6,14.0,4858
AQT530_T3810933,1651234910,2022-04-29T14:21:50,2022-04-29,14:21:50,14.35,4860,Day,20.9,36.9,1010.5,,,0.376,0.0004352907394323131,,,,,2.6,6.0,14.0,4918
AQT530_T3810933,1651234970,2022-04-29T14:22:50,2022-04-29,14:22:50,14.366666666666667,4920,Day,20.9,36.2,1010.5,,,0.371,0.00042950229874837284,0.0,0.0,,,2.6,6.0,14.0,4978
AQT530_T3810933,1651235030,2022-04-29T14:23:50,2022-04-29,14:23:50,14.383333333333333,4980,Day,20.8,38.1,1010.4,-0.0,-0.0,0.36700000000000005,0.0004249740249352803,-0.0,-0.0,,,2.6,6.0,14.0,5038
AQT530_T3810933,1651235090,2022-04-29T14:24:50,2022-04-29,14:24:50,14.4,5040,Day,20.8,36.4,1010.5,,,0.36700000000000005,0.0004250160849139952,,,-0.0,-0.0,2.6,6.0,14.0,5098
AQT530_T3810933,1651235150,2022-04-29T14:25:50,2022-04-29,14:25:50,14.416666666666666,5100,Day,20.7,35.4,1010.4,-0.0,-0.0,0.365,0.00042280192483467726,,,,,2.6,6.0,14.0,5158
AQT530_T3810933,1651235210,2022-04-29T14:26:50,2022-04-29,14:26:50,14.433333333333334,5160,Day,20.6,35.2,1010.4,,,0.36200000000000004,0.00041946959008369816,0.001,0.001985729280191714,,,2.6,6.0,14.0,5218
AQT530_T3810933,1651235270,2022-04-29T14:27:50,2022-04-29,14:27:50,14.45,5220,Day,20.6,34.8,1010.4,-0.0,-0.0,0.36200000000000004,0.00041946959008369816,,,,,2.6,6.0,14.0,5278
AQT530_T3810933,1651235330,2022-04-29T14:28:50,2022-04-29,14:28:50,14.466666666666667,5280,Day,20.6,35.0,1010.4,,,0.361,0.00041831083430998625,0.0,0.0,,,2.6,6.0,14.0,5338
AQT530_T3810933,1651235390,2022-04-29T14:29:50,2022-04-29,14:29:50,14.483333333333333,5340,Day,20.7,35.2,1010.4,-0.0,-0.0,0.359,0.00041585175620725785,-0.0,-0.0,,,2.6,6.0,14.0,5398
AQT530_T3810933,1651235450,2022-04-29T14:30:50,2022-04-29,14:30:50,14.5,5400,Day,20.9,32.6,1010.4,,,0.359,0.0004155689119588599,,,,,2.6,6.0,14.0,5458
