Sensor,Timestamp,DateTime,Date,Time,TimeNumeric,Seconds,Period,Temperature (°C),Humidity (%RH),Pressure (hPa),NO2 (ppm),NO2 (µg/m3),CO (ppm),CO (mg/m3),O3 (ppm),O3 (µg/m3),NO (ppm),NO (µg/m3),PM1 (µg/m3),PM2.5 (µg/m3),PM10 (µg/m3),UPT (s)
AQT530_01,1636631656,2021-11-11T12:54:16,2021-11-11,12:54:16,12.9,9069,Day,9.6,78.2,1018.7,0.005,0.009968487535826296,0.409,0.0004964133465520725,,,0.003,0.0039011646722470835,4.0,6.1,7.6,8036
AQT530_01,1636632256,2021-11-11T13:04:16,2021-11-11,13:04:16,13.066666666666666,9669,Day,10.5,75.1,1018.8,0.005,0.009937833723712002,0.433,0.000523926654580778,,,0.004,0.005185557749160568,4.1,6.3,9.2,8636
AQT530_01,1636632856,2021-11-11T13:14:16,2021-11-11,13:14:16,13.233333333333333,10269,Day,11.5,70.7,1018.8,0.008,0.015844674010783256,0.461,0.0005558468161225279,,,0.003,0.003875505328164576,2.1,4.0,4.6,9235
AQT530_01,1636633456,2021-11-11T13:24:16,2021-11-11,13:24:16,13.4,10869,Day,11.3,73.8,1018.9,0.005,0.009910856813875666,0.436,0.0005261245438796028,,,0.004,0.005171481208161855,2.3,5.8,6.5,9835
AQT530_01,1636634056,2021-11-11T13:34:16,2021-11-11,13:34:16,13.566666666666666,11469,Day,11.7,74.0,1018.9,0.001,0.001979387902901129,0.41700000000000004,0.0005024904847169894,0.0,0.0,0.003,0.003873164375096472,1.7,3.4,4.2,10434
AQT530_01,1636634656,2021-11-11T13:44:16,2021-11-11,13:44:16,13.733333333333333,12069,Day,11.7,74.2,1018.8,,,0.392,0.000472318795591216,0.0,0.0,0.002,0.0025818561621017994,2.0,4.7,6.0,11034
AQT530_01,1636635256,2021-11-11T13:54:16,2021-11-11,13:54:16,13.9,12669,Day,12.9,71.0,1018.9,,,0.381,0.00045718401221795697,0.001,0.0020563365152173746,0.003,0.0038569161763545886,1.6,3.8,4.6,11633
AQT530_01,1636635856,2021-11-11T14:04:16,2021-11-11,14:04:16,14.066666666666666,13269,Day,13.0,70.9,1018.9,,,0.375,0.00044982700931503965,0.002,0.0041112357866708365,0.002,0.0025703788741248293,1.9,4.1,5.7,12233
AQT530_01,1636636456,2021-11-11T14:14:16,2021-11-11,14:14:16,14.233333333333333,13869,Day,12.9,71.2,1018.7,,,0.335,0.0004019070366337507,0.002,0.004111865753365276,0.0,0.0,2.2,5.4,7.7,12833
AQT530_01,1636637056,2021-11-11T14:24:16,2021-11-11,14:24:16,14.4,14469,Day,13.1,69.6,1018.6,,,0.315,0.00037761147134168495,0.003,0.0061628842163176,0.0,0.0,2.5,5.9,7.0,13432
AQT530_01,1636637656,2021-11-11T14:34:16,2021-11-11,14:34:16,14.566666666666666,15069,Day,13.1,68.8,1018.5,0.0,0.0,0.294,0.00035240277307815204,0.004,0.008216372242057039,0.0,0.0,2.1,5.6,6.9,14032
AQT530_01,1636638256,2021-11-11T14:44:16,2021-11-11,14:44:16,14.733333333333333,15669,Day,13.0,70.3,1018.4,,,0.26899999999999996,0.0003225175627861455,0.005,0.010273045748222544,,,2.2,5.5,7.1,14631
AQT530_01,1636638856,2021-11-11T14:54:16,2021-11-11,14:54:16,14.9,16269,Day,13.3,67.3,1018.2,,,0.252,0.0003017597114254505,0.006999999999999999,0.014364379932188524,,,1.9,4.4,5.7,15231
AQT530_01,1636639456,2021-11-11T15:04:16,2021-11-11,15:04:16,15.066666666666666,16869,Day,13.5,66.2,1018.0,-0.0,-0.0,0.244,0.00029191882821673224,0.008,0.016401757866807695,,,1.7,4.2,6.1,15830
AQT530_01,1636640056,2021-11-11T15:14:16,2021-11-11,15:14:16,15.233333333333333,17469,Day,13.6,67.0,1017.8,,,0.24100000000000002,0.0002881724848667071,0.008,0.01639281676058425,-0.0,-0.0,1.6,4.2,5.5,16430
AQT530_01,1636640656,2021-11-11T15:24:16,2021-11-11,15:24:16,15.4,18069,Day,13.6,65.6,1017.8,,,0.23399999999999999,0.0002798023297046035,0.008,0.01639281676058425,-0.0,-0.0,1.3,3.5,4.5,17030
AQT530_01,1636641256,2021-11-11T15:34:16,2021-11-11,15:34:16,15.566666666666666,18669,Day,13.5,67.8,1017.7,-0.0,-0.0,0.223,0.0002667160435891073,0.008,0.016396924342878382,,,1.5,4.2,5.7,17629
AQT530_01,1636641856,2021-11-11T15:44:16,2021-11-11,15:44:16,15.733333333333333,19269,Day,13.4,68.0,1017.6,-0.0,-0.0,0.20800000000000002,0.00024883786661855515,0.008,0.01640103479209437,0.0,0.0,1.2,3.3,4.6,18229
AQT530_01,1636642456,2021-11-11T15:54:16,2021-11-11,15:54:16,15.9,19869,Day,13.2,68.6,1017.6,,,0.195,0.00023344843726933926,0.006999999999999999,0.014360928774979262,0.001,0.0012826531920747848,1.5,4.0,5.4,18828
AQT530_01,1636643056,2021-11-11T16:04:16,2021-11-11,16:04:16,16.066666666666666,20469,Day,13.0,68.9,1017.4,-0.0,-0.0,0.17600000000000002,0.00021080800568658585,0.006,0.01231554997357614,0.0,0.0,1.2,3.5,5.6,19428
AQT530_01,1636643656,2021-11-11T16:14:16,2021-11-11,16:14:16,16.233333333333334,21069,Day,12.8,70.9,1017.4,,,0.16699999999999998,0.00020016795506495806,0.006999999999999999,0.014378191044221998,0.0,0.0,1.5,4.2,7.8,20027
AQT530_01,1636644256,2021-11-11T16:24:16,2021-11-11,16:24:16,16.4,21669,Day,12.5,72.3,1017.3,0.001,0.001970744800343463,0.16699999999999998,0.00020035848359536203,0.003,0.006167947212550721,0.001,0.0012854173322822719,1.4,3.4,5.8,20627
AQT530_01,1636644856,2021-11-11T16:34:16,2021-11-11,16:34:16,16.566666666666666,22269,Night,12.3,73.7,1017.2,0.001,0.001971931740139799,0.155,0.00018607346764624958,0.004,0.00822888272346971,0.0,0.0,1.1,3.0,4.4,21226
AQT530_01,1636645456,2021-11-11T16:44:16,2021-11-11,16:44:16,16.733333333333334,22869,Night,11.9,76.4,1017.2,0.002,0.0039493977563438394,0.511,0.0006143030267366069,0.001,0.0020601075016790293,0.004,0.0051519855104489734,1.8,3.8,6.0,21826
AQT530_01,1636646056,2021-11-11T16:54:16,2021-11-11,16:54:16,16.9,23469,Night,11.5,77.8,1017.2,0.003,0.005932421379479067,0.345,0.0004153275185070419,,,0.004,0.005159225258224063,1.1,2.6,4.2,22426
AQT530_01,1636646656,2021-11-11T17:04:16,2021-11-11,17:04:16,17.066666666666666,24069,Night,11.2,78.0,1017.2,0.002,0.0039591202055418015,0.865,0.0010424270568137402,,,0.003,0.0038735013269390176,0.8,2.8,5.5,23025
AQT530_01,1636647256,2021-11-11T17:14:16,2021-11-11,17:14:16,17.233333333333334,24669,Night,10.7,79.9,1017.1,0.004,0.00793140853588446,0.604,0.0007291017543275087,,,0.009000000000000001,0.011639829012481165,0.8,2.5,7.6,23625
AQT530_01,1636647856,2021-11-11T17:24:16,2021-11-11,17:24:16,17.4,25269,Night,10.2,81.5,1017.2,0.006999999999999999,0.013905824621705802,0.594,0.0007183664287467441,,,0.017,0.022027306322400873,0.9,2.6,5.8,24224
AQT530_01,1636648456,2021-11-11T17:34:16,2021-11-11,17:34:16,17.566666666666666,25869,Night,9.5,83.3,1017.0,0.004,0.007964298478436172,0.47600000000000003,0.0005769728329784539,0.0,0.0,0.011000000000000001,0.014285451916521218,1.1,3.2,9.0,24824
AQT530_01,1636649056,2021-11-11T17:44:16,2021-11-11,17:44:16,17.733333333333334,26469,Night,9.1,83.8,1016.9,0.003,0.005981100842203272,0.41100000000000003,0.0004988414896510666,,,0.008,0.010403120265131939,0.7,2.2,4.7,25423
AQT530_01,1636649656,2021-11-11T17:54:16,2021-11-11,17:54:16,17.9,27069,Night,8.8,83.9,1016.8,0.004,0.007982501397298617,0.34700000000000003,0.0004215696742882092,0.0,0.0,0.011000000000000001,0.014318102240068721,3.9,7.4,12.3,26023
AQT530_01,1636650256,2021-11-11T18:04:16,2021-11-11,18:04:16,18.066666666666666,27669,Night,8.3,85.7,1016.8,0.005,0.009995853033257887,0.262,0.00031886879803054555,,,0.02,0.026079161010916684,1.2,3.1,8.7,26623
AQT530_01,1636650856,2021-11-11T18:14:16,2021-11-11,18:14:16,18.233333333333334,28269,Night,8.1,86.6,1016.7,0.006999999999999999,0.01400276839725572,0.22399999999999998,0.0002727876846300423,,,0.027000000000000003,0.035228438380614145,1.7,3.1,6.9,27222
AQT530_01,1636651456,2021-11-11T18:24:16,2021-11-11,18:24:16,18.4,28869,Night,7.8,86.4,1016.6,0.006999999999999999,0.014016341885608605,0.386,0.0004705272958652973,,,0.028999999999999998,0.0378746302966011,2.0,3.8,9.4,27822
AQT530_01,1636652056,2021-11-11T18:34:16,2021-11-11,18:34:16,18.566666666666666,29469,Night,7.4,87.2,1016.7,0.005,0.010026933349614716,0.368,0.0004492693777403026,,,0.017,0.022236212071171227,1.2,2.6,6.8,28421
AQT530_01,1636652656,2021-11-11T18:44:16,2021-11-11,18:44:16,18.733333333333334,30069,Night,7.2,87.3,1016.8,0.004,0.008028058744313699,0.349,0.00042641930001331853,,,0.011000000000000001,0.01439981782267657,1.7,3.1,5.5,29021
AQT530_01,1636653256,2021-11-11T18:54:16,2021-11-11,18:54:16,18.9,30669,Night,6.9,89.2,1016.8,0.004,0.00803665870011907,0.258,0.00031557029465934845,,,0.01,0.013104766767581684,1.5,3.3,6.4,29620
AQT530_01,1636653856,2021-11-11T19:04:16,2021-11-11,19:04:16,19.066666666666666,31269,Night,6.7,89.2,1016.8,0.002,0.004021201123759774,0.39399999999999996,0.0004822618379672402,,,0.006999999999999999,0.00917989263277783,1.6,3.2,5.7,30220
AQT530_01,1636654456,2021-11-11T19:14:16,2021-11-11,19:14:16,19.233333333333334,31869,Night,6.5,90.4,1016.8,0.004,0.008048154010256912,0.287,0.0003515434896133123,-0.0,-0.0,0.009000000000000001,0.011811160164259347,1.2,2.9,9.9,30820
AQT530_01,1636655056,2021-11-11T19:24:16,2021-11-11,19:24:16,19.4,32469,Night,6.3,90.0,1016.8,0.003,0.006040435504477577,0.213,0.00026108833931992186,-0.0,-0.0,0.008,0.010506322943671499,1.6,3.3,6.6,31419
AQT530_01,1636655656,2021-11-11T19:34:16,2021-11-11,19:34:16,19.566666666666666,33069,Night,6.2,90.6,1016.9,0.004,0.008057589464647092,0.16699999999999998,0.00020479648180338924,-0.0,-0.0,0.011000000000000001,0.014452786666891173,1.1,2.2,5.6,32019
AQT530_01,1636656256,2021-11-11T19:44:16,2021-11-11,19:44:16,19.733333333333334,33669,Night,5.9,90.2,1016.9,0.003,0.006049688990187686,0.142,0.00017432553780592848,,,0.01,0.013153022284686844,1.5,3.3,10.3,32618
AQT530_01,1636656856,2021-11-11T19:54:16,2021-11-11,19:54:16,19.9,34269,Night,5.8,88.8,1017.0,0.002,0.0040349685695106365,0.122,0.00014984107036625883,,,0.006999999999999999,0.00921132196693218,1.3,2.4,4.5,33218
AQT530_01,1636657456,2021-11-11T20:04:16,2021-11-11,20:04:16,20.066666666666666,34869,Night,5.7,90.4,1017.0,0.002,0.004036415572763106,0.14800000000000002,0.00018183960039750056,,,0.006999999999999999,0.009214625292005493,1.5,3.1,6.4,33817
AQT530_01,1636658056,2021-11-11T20:14:16,2021-11-11,20:14:16,20.233333333333334,35469,Night,5.6,88.9,1017.0,0.001,0.002018931807112093,0.13,0.00015978127340224443,,,0.005,0.006584236419412511,1.5,3.2,7.7,34417
AQT530_01,1636658656,2021-11-11T20:24:16,2021-11-11,20:24:16,20.4,36069,Night,5.5,92.5,1016.9,0.002,0.004038915515788919,0.12,0.00014752882885970135,,,0.006999999999999999,0.009220332345161685,1.6,3.3,6.3,35016
AQT530_01,1636659256,2021-11-11T20:34:16,2021-11-11,20:34:16,20.566666666666666,36669,Night,5.4,91.3,1016.9,0.002,0.00404036549443397,0.121,0.0001488116402672306,,,0.006999999999999999,0.009223642462679245,1.7,3.2,5.7,35616
AQT530_01,1636659856,2021-11-11T20:44:16,2021-11-11,20:44:16,20.733333333333334,37269,Night,5.2,91.0,1016.9,0.002,0.004043268577239383,0.158,0.00019445564605584734,,,0.013000000000000001,0.017141929689615313,2.1,3.7,6.5,36216
AQT530_01,1636660456,2021-11-11T20:54:16,2021-11-11,20:54:16,20.9,37869,Night,5.1,92.9,1016.8,0.002,0.004044323933456146,0.14400000000000002,0.0001772716575327034,,,0.009000000000000001,0.011870587385211595,1.8,3.9,8.3,36815
AQT530_01,1636661056,2021-11-11T21:04:16,2021-11-11,21:04:16,21.066666666666666,38469,Night,5.0,92.0,1016.6,0.002,0.004044982155323939,0.136,0.0001674504805825343,,,0.008,0.01055335053086472,1.7,3.7,7.1,37415
AQT530_01,1636661656,2021-11-11T21:14:16,2021-11-11,21:14:16,21.233333333333334,39069,Night,4.9,94.0,1016.7,0.002,0.004046834959517223,0.13,0.000160136276223539,,,0.006999999999999999,0.009238411431708136,2.4,4.7,8.8,38014
AQT530_01,1636662256,2021-11-11T21:24:16,2021-11-11,21:24:16,21.4,39669,Night,4.8,92.5,1016.6,0.002,0.004047892737914566,0.139,0.00017126738868582047,,,0.006999999999999999,0.0092408262057565,2.0,4.0,6.9,38614
AQT530_01,1636662856,2021-11-11T21:34:16,2021-11-11,21:34:16,21.566666666666666,40269,Night,4.8,93.3,1016.6,0.003,0.00607183910687185,0.146,0.00017989236509445886,,,0.006,0.007920708176362715,2.3,4.5,8.1,39213
AQT530_01,1636663456,2021-11-11T21:44:16,2021-11-11,21:44:16,21.733333333333334,40869,Night,4.9,94.1,1016.4,0.003,0.006068461275971236,0.141,0.00017363501882151387,,,0.005,0.00659691816604712,1.9,3.6,6.8,39813
AQT530_01,1636664056,2021-11-11T21:54:16,2021-11-11,21:54:16,21.9,41469,Night,5.0,94.6,1016.5,0.004,0.008089168524270676,0.15,0.00018466986282722914,-0.0,-0.0,0.005,0.006595195267696237,2.3,4.6,7.7,40413
AQT530_01,1636664656,2021-11-11T22:04:16,2021-11-11,22:04:16,22.066666666666666,42069,Night,4.8,93.5,1016.6,0.003,0.00607183910687185,0.145,0.0001786602256075105,0.0,0.0,0.004,0.005280472117575143,2.9,6.1,9.9,41012
AQT530_01,1636665256,2021-11-11T22:14:16,2021-11-11,22:14:16,22.233333333333334,42669,Night,4.8,94.6,1016.5,0.004,0.008094989116840758,0.155,0.00019096283416768093,0.0,0.0,0.004,0.0052799526928144136,3.5,6.7,11.0,41612
AQT530_01,1636665856,2021-11-11T22:24:16,2021-11-11,22:24:16,22.4,43269,Night,4.8,92.3,1016.4,0.003,0.006070644568389286,0.171,0.00021065440118568323,-0.0,-0.0,0.006,0.007919149902080527,2.1,4.1,5.4,42211
AQT530_01,1636666456,2021-11-11T22:34:16,2021-11-11,22:34:16,22.566666666666666,43869,Night,4.7,92.1,1016.3,0.003,0.006072231948166952,0.174,0.00021440614167252922,,,0.006,0.007921220637447957,1.9,3.5,5.0,42811
AQT530_01,1636667056,2021-11-11T22:44:16,2021-11-11,22:44:16,22.733333333333334,44469,Night,4.6,92.3,1016.2,0.002,0.004049213647314907,0.162,0.00019967173256171564,,,0.006,0.007923292863893962,2.1,3.8,5.9,43410
AQT530_01,1636667656,2021-11-11T22:54:16,2021-11-11,22:54:16,22.9,45069,Night,4.5,93.2,1016.0,0.002,0.00404987481563442,0.166,0.00020463530683832577,,,0.006,0.007924586604033185,2.5,4.7,8.2,44010
AQT530_01,1636668256,2021-11-11T23:04:16,2021-11-11,23:04:16,23.066666666666666,45669,Night,4.5,93.4,1015.9,0.002,0.004049476205908472,0.171,0.00021077827296459326,-0.0,-0.0,0.006,0.007923806625036724,2.0,3.9,5.1,44610
AQT530_01,1636668856,2021-11-11T23:14:16,2021-11-11,23:14:16,23.233333333333334,46269,Night,4.4,91.8,1015.8,0.002,0.004050536460385796,0.17800000000000002,0.00021946406947905128,,,0.005,0.006604901063691466,2.7,5.2,7.3,45209
AQT530_01,1636669456,2021-11-11T23:24:16,2021-11-11,23:24:16,23.4,46869,Night,4.3,93.2,1015.8,0.002,0.0040519963762122085,0.16899999999999998,0.00020844267252892814,-0.0,-0.0,0.006,0.007928737964581292,2.6,4.9,6.7,45809
AQT530_01,1636670056,2021-11-11T23:34:16,2021-11-11,23:34:16,23.566666666666666,47469,Night,4.4,93.4,1015.6,0.002,0.004049738953699365,0.16399999999999998,0.00020216303898360733,,,0.006,0.007924320756391086,2.5,5.2,7.7,46408
AQT530_01,1636670656,2021-11-11T23:44:16,2021-11-11,23:44:16,23.733333333333334,48069,Night,4.1,94.1,1015.6,0.002,0.0040541209976528705,0.162,0.0001999137200757403,,,0.004,0.005288596876312221,3.7,8.2,12.0,47008
AQT530_01,1636671256,2021-11-11T23:54:16,2021-11-11,23:54:16,23.9,48669,Night,3.8,95.3,1015.5,0.002,0.00405811291788716,0.155,0.0001914638137215062,0.0,0.0,0.004,0.005293804332353561,3.6,7.1,11.3,47607
AQT530_01,1636671856,2021-11-12T00:04:16,2021-11-12,00:04:16,0.06666666666666667,49269,Night,3.8,92.2,1015.5,0.001,0.00202905645894358,0.158,0.00019516956495482568,,,0.006,0.007940706498530343,2.1,4.2,5.3,48207
AQT530_01,1636672456,2021-11-12T00:14:16,2021-11-12,00:14:16,0.23333333333333334,49869,Night,3.7,94.9,1015.6,0.001,0.002029989247966875,0.158,0.00019525928745962274,,,0.005,0.00662029747136339,3.3,6.7,11.2,48807
AQT530_01,1636673056,2021-11-12T00:24:16,2021-11-12,00:24:16,0.4,50469,Night,3.6,93.8,1015.5,0.001,0.0020305228050747047,0.156,0.00019283832271554501,,,0.006,0.007946445039812027,3.2,6.2,10.2,49406
AQT530_01,1636673656,2021-11-12T00:34:16,2021-11-12,00:34:16,0.5666666666666667,51069,Night,3.6,94.6,1015.5,0.001,0.0020305228050747047,0.157,0.00019407446580987545,,,0.005,0.0066220375331766885,2.9,5.4,8.6,50006
AQT530_01,1636674256,2021-11-12T00:44:16,2021-11-12,00:44:16,0.7333333333333333,51669,Night,3.6,94.0,1015.5,0.001,0.0020305228050747047,0.168,0.00020767203984751,,,0.005,0.0066220375331766885,2.3,4.3,5.6,50605
AQT530_01,1636674856,2021-11-12T00:54:16,2021-11-12,00:54:16,0.9,52269,Night,3.7,94.4,1015.5,0.001,0.0020297893671823177,0.166,0.00020512563418850107,,,0.005,0.006619645610643485,3.6,6.7,12.5,51205
AQT530_01,1636675456,2021-11-12T01:04:16,2021-11-12,01:04:16,1.0666666666666667,52869,Night,3.6,92.9,1015.4,0.003,0.006090968556197503,0.213,0.00026327255112791863,,,0.018000000000000002,0.023836987572895513,2.6,4.4,5.7,51804
AQT530_01,1636676056,2021-11-12T01:14:16,2021-11-12,01:14:16,1.2333333333333334,53469,Night,3.5,93.6,1015.3,0.001,0.002030856722624308,0.187,0.0002311967724784218,0.0,0.0,0.012,0.015895503650325275,2.7,5.4,7.0,52404
AQT530_01,1636676656,2021-11-12T01:24:16,2021-11-12,01:24:16,1.4,54069,Night,3.5,94.0,1015.1,0.001,0.002030456672053517,0.168,0.0002076652760823472,0.0,0.0,0.009000000000000001,0.011919279342641477,3.0,6.2,10.9,53004
AQT530_01,1636677256,2021-11-12T01:34:16,2021-11-12,01:34:16,1.5666666666666667,54669,Night,3.5,94.5,1015.1,0.0,0.0,0.165,0.00020395696758087668,,,0.006,0.007946186228427651,3.6,6.7,10.3,53603
AQT530_01,1636677856,2021-11-12T01:44:16,2021-11-12,01:44:16,1.7333333333333334,55269,Night,3.5,94.0,1015.1,0.0,0.0,0.157,0.0001940681449102887,,,0.006,0.007946186228427651,2.6,5.1,7.1,54203
AQT530_01,1636678456,2021-11-12T01:54:16,2021-11-12,01:54:16,1.9,55869,Night,3.5,93.6,1015.0,0.001,0.002030256646768121,0.159,0.00019652098890415203,,,0.006,0.007945403430060156,2.4,4.7,6.2,54802
AQT530_01,1636679056,2021-11-12T02:04:16,2021-11-12,02:04:16,2.066666666666667,56469,Night,3.4,92.9,1015.0,0.001,0.0020309907840477337,0.159,0.0001965920505526439,,,0.006,0.007948276474149855,3.1,5.8,9.4,55402
AQT530_01,1636679656,2021-11-12T02:14:16,2021-11-12,02:14:16,2.2333333333333334,57069,Night,3.4,93.9,1015.1,0.0,0.0,0.153,0.00018919212038879876,,,0.006,0.007949059555575882,3.4,6.6,9.8,56001
AQT530_01,1636680256,2021-11-12T02:24:16,2021-11-12,02:24:16,2.4,57669,Night,3.3,94.5,1014.9,0.0,0.0,0.147,0.00018180274733161947,,,0.004,0.005300245488051547,4.0,7.5,12.3,56601
AQT530_01,1636680856,2021-11-12T02:34:16,2021-11-12,02:34:16,2.5666666666666664,58269,Night,3.2,94.7,1014.8,0.0,0.0,0.13699999999999998,0.00016947982450869309,,,0.004,0.0053016410025677795,3.6,6.8,10.7,57201
AQT530_01,1636681456,2021-11-12T02:44:16,2021-11-12,02:44:16,2.7333333333333334,58869,Night,3.2,93.5,1014.7,-0.0,-0.0,0.136,0.00016822616659095064,,,0.006,0.007951677855694018,2.2,4.1,5.8,57800
AQT530_01,1636682056,2021-11-12T02:54:16,2021-11-12,02:54:16,2.9,59469,Night,3.1,92.6,1014.6,-0.0,-0.0,0.139,0.00017198232681283653,,,0.006,0.007953772359285698,2.0,3.8,5.6,58400
AQT530_01,1636682656,2021-11-12T03:04:16,2021-11-12,03:04:16,3.066666666666667,60069,Night,3.2,94.7,1014.4,0.0,0.0,0.145,0.00017930575243573684,,,0.005,0.006624439092684217,3.4,6.6,9.5,58999
AQT530_01,1636683256,2021-11-12T03:14:16,2021-11-12,03:14:16,3.2333333333333334,60669,Night,3.1,93.6,1014.2,0.0,0.0,0.139,0.00017191452380601105,,,0.005,0.006625530526634105,2.3,4.4,6.2,59599
AQT530_01,1636683856,2021-11-12T03:24:16,2021-11-12,03:24:16,3.4,61269,Night,3.0,94.1,1013.8,0.0,0.0,0.134,0.00016572517509339885,,,0.005,0.00662531572486492,3.0,5.7,9.0,60198
AQT530_01,1636684456,2021-11-12T03:34:16,2021-11-12,03:34:16,3.5666666666666664,61869,Night,3.1,93.7,1013.9,,,0.162,0.00020030154526075176,,,0.006,0.007948284836467347,2.4,4.8,6.9,60798
AQT530_01,1636685056,2021-11-12T03:44:16,2021-11-12,03:44:16,3.7333333333333334,62469,Night,3.0,94.4,1013.7,0.0,0.0,0.145,0.00017931179166948258,,,0.006,0.007949594654127722,2.8,5.0,8.1,61397
AQT530_01,1636685656,2021-11-12T03:54:16,2021-11-12,03:54:16,3.9,63069,Night,3.1,94.2,1013.9,0.0,0.0,0.132,0.00016320866650876067,,,0.005,0.006623570697056122,2.4,4.6,6.0,61997
AQT530_01,1636686256,2021-11-12T04:04:16,2021-11-12,04:04:16,4.066666666666666,63669,Night,3.1,92.9,1013.8,0.0,0.0,0.129,0.00015948364736039525,,,0.006,0.007947500904636152,2.9,5.6,7.3,62597
AQT530_01,1636686856,2021-11-12T04:14:16,2021-11-12,04:14:16,4.233333333333333,64269,Night,3.0,92.7,1013.6,-0.0,-0.0,0.129,0.00015950992596373267,,,0.006,0.007948810438417539,2.6,4.5,7.5,63196
AQT530_01,1636687456,2021-11-12T04:24:16,2021-11-12,04:24:16,4.4,64869,Night,2.8,93.6,1013.2,,,0.128,0.0001583256213910397,,,0.006,0.007951432353308696,2.1,4.0,5.3,63796
AQT530_01,1636688056,2021-11-12T04:34:16,2021-11-12,04:34:16,4.566666666666666,65469,Night,2.6,95.1,1013.2,,,0.124,0.00015348918992617627,,,0.005,0.006630999570551631,3.1,5.6,8.4,64395
