Timestamp,DateTime,Breathing rate (rpm),Minute ventilation (mL/min),Heart rate (bpm)
1647971564,2022-03-22T18:52:44,51.0,118391.0,176.0
1647971565,2022-03-22T18:52:45,51.0,124730.0,176.0
1647971566,2022-03-22T18:52:46,52.0,124730.0,177.0
1647971567,2022-03-22T18:52:47,52.0,123193.0,178.0
1647971568,2022-03-22T18:52:48,51.0,122149.0,178.0
1647971569,2022-03-22T18:52:49,51.0,117794.0,179.0
1647971570,2022-03-22T18:52:50,50.0,117794.0,179.0
1647971571,2022-03-22T18:52:51,49.0,117765.0,180.0
1647971572,2022-03-22T18:52:52,49.0,118033.0,180.0
1647971573,2022-03-22T18:52:53,48.0,119495.0,180.0
1647971574,2022-03-22T18:52:54,48.0,117436.0,180.0
1647971575,2022-03-22T18:52:55,47.0,121344.0,180.0
1647971576,2022-03-22T18:52:56,47.0,121344.0,180.0
1647971577,2022-03-22T18:52:57,48.0,125744.0,181.0
1647971578,2022-03-22T18:52:58,48.0,131292.0,181.0
1647971579,2022-03-22T18:52:59,50.0,129711.0,181.0
1647971580,2022-03-22T18:53:00,51.0,133723.0,181.0
1647971581,2022-03-22T18:53:01,51.0,132992.0,180.0
1647971582,2022-03-22T18:53:02,52.0,134842.0,181.0
1647971583,2022-03-22T18:53:03,53.0,134185.0,181.0
1647971584,2022-03-22T18:53:04,53.0,134185.0,181.0
1647971585,2022-03-22T18:53:05,53.0,136930.0,181.0
1647971586,2022-03-22T18:53:06,53.0,136602.0,182.0
1647971587,2022-03-22T18:53:07,52.0,139241.0,182.0
1647971588,2022-03-22T18:53:08,52.0,140882.0,182.0
1647971589,2022-03-22T18:53:09,51.0,140942.0,183.0
1647971590,2022-03-22T18:53:10,50.0,140942.0,183.0
1647971591,2022-03-22T18:53:11,50.0,140628.0,183.0
1647971592,2022-03-22T18:53:12,50.0,144357.0,183.0
1647971593,2022-03-22T18:53:13,50.0,141837.0,184.0
1647971594,2022-03-22T18:53:14,51.0,144223.0,184.0
1647971595,2022-03-22T18:53:15,52.0,146341.0,184.0
1647971596,2022-03-22T18:53:16,52.0,143462.0,184.0
1647971597,2022-03-22T18:53:17,53.0,144834.0,184.0
1647971598,2022-03-22T18:53:18,54.0,144834.0,184.0
1647971599,2022-03-22T18:53:19,54.0,155051.0,185.0
1647971600,2022-03-22T18:53:20,53.0,139927.0,185.0
1647971601,2022-03-22T18:53:21,51.0,135453.0,184.0
1647971602,2022-03-22T18:53:22,49.0,135453.0,184.0
1647971603,2022-03-22T18:53:23,48.0,134633.0,184.0
1647971604,2022-03-22T18:53:24,48.0,129413.0,183.0
1647971605,2022-03-22T18:53:25,47.0,132306.0,183.0
1647971606,2022-03-22T18:53:26,46.0,132306.0,182.0
1647971607,2022-03-22T18:53:27,45.0,127906.0,182.0
1647971608,2022-03-22T18:53:28,44.0,120628.0,181.0
1647971609,2022-03-22T18:53:29,44.0,127205.0,181.0
1647971610,2022-03-22T18:53:30,45.0,127205.0,180.0
1647971611,2022-03-22T18:53:31,45.0,134424.0,180.0
1647971612,2022-03-22T18:53:32,46.0,142075.0,180.0
1647971613,2022-03-22T18:53:33,46.0,146728.0,180.0
1647971614,2022-03-22T18:53:34,46.0,146162.0,180.0
1647971615,2022-03-22T18:53:35,47.0,147489.0,180.0
1647971616,2022-03-22T18:53:36,48.0,147489.0,180.0
1647971617,2022-03-22T18:53:37,49.0,146743.0,180.0
1647971618,2022-03-22T18:53:38,49.0,148578.0,180.0
1647971619,2022-03-22T18:53:39,50.0,142642.0,180.0
1647971620,2022-03-22T18:53:40,50.0,139808.0,180.0
1647971621,2022-03-22T18:53:41,51.0,137690.0,180.0
1647971622,2022-03-22T18:53:42,51.0,135975.0,180.0
1647971623,2022-03-22T18:53:43,52.0,139167.0,180.0
1647971624,2022-03-22T18:53:44,53.0,141315.0,181.0
1647971625,2022-03-22T18:53:45,54.0,147429.0,181.0
1647971626,2022-03-22T18:53:46,54.0,147429.0,181.0
1647971627,2022-03-22T18:53:47,54.0,146251.0,181.0
1647971628,2022-03-22T18:53:48,55.0,140330.0,182.0
1647971629,2022-03-22T18:53:49,55.0,141091.0,182.0
1647971630,2022-03-22T18:53:50,55.0,143641.0,182.0
1647971631,2022-03-22T18:53:51,55.0,147340.0,183.0
1647971632,2022-03-22T18:53:52,55.0,143194.0,183.0
1647971633,2022-03-22T18:53:53,55.0,138749.0,183.0
1647971634,2022-03-22T18:53:54,55.0,142702.0,183.0
1647971635,2022-03-22T18:53:55,55.0,149875.0,183.0
1647971636,2022-03-22T18:53:56,54.0,149875.0,184.0
1647971637,2022-03-22T18:53:57,54.0,147937.0,184.0
1647971638,2022-03-22T18:53:58,53.0,146549.0,184.0
1647971639,2022-03-22T18:53:59,52.0,146490.0,184.0
1647971640,2022-03-22T18:54:00,52.0,146027.0,184.0
1647971641,2022-03-22T18:54:01,51.0,146922.0,185.0
1647971642,2022-03-22T18:54:02,51.0,147922.0,185.0
1647971643,2022-03-22T18:54:03,51.0,147922.0,185.0
1647971644,2022-03-22T18:54:04,51.0,145431.0,185.0
1647971645,2022-03-22T18:54:05,51.0,148116.0,185.0
1647971646,2022-03-22T18:54:06,51.0,150949.0,185.0
1647971647,2022-03-22T18:54:07,51.0,150949.0,185.0
1647971648,2022-03-22T18:54:08,50.0,143790.0,184.0
1647971649,2022-03-22T18:54:09,49.0,144834.0,184.0
1647971650,2022-03-22T18:54:10,47.0,144834.0,184.0
1647971651,2022-03-22T18:54:11,46.0,142642.0,184.0
1647971652,2022-03-22T18:54:12,45.0,138004.0,184.0
1647971653,2022-03-22T18:54:13,44.0,134394.0,183.0
1647971654,2022-03-22T18:54:14,43.0,134394.0,183.0
1647971655,2022-03-22T18:54:15,43.0,138391.0,183.0
1647971656,2022-03-22T18:54:16,43.0,137675.0,183.0
1647971657,2022-03-22T18:54:17,44.0,140509.0,182.0
1647971658,2022-03-22T18:54:18,46.0,139614.0,182.0
1647971659,2022-03-22T18:54:19,48.0,139987.0,182.0
1647971660,2022-03-22T18:54:20,51.0,144954.0,182.0
1647971661,2022-03-22T18:54:21,54.0,144178.0,182.0
1647971662,2022-03-22T18:54:22,55.0,140942.0,182.0
1647971663,2022-03-22T18:54:23,56.0,136661.0,182.0
1647971664,2022-03-22T18:54:24,56.0,136348.0,182.0
1647971665,2022-03-22T18:54:25,55.0,138421.0,182.0
1647971666,2022-03-22T18:54:26,55.0,138421.0,182.0
1647971667,2022-03-22T18:54:27,55.0,143865.0,182.0
1647971668,2022-03-22T18:54:28,54.0,139376.0,182.0
1647971669,2022-03-22T18:54:29,53.0,142090.0,182.0
1647971670,2022-03-22T18:54:30,53.0,141344.0,182.0
1647971671,2022-03-22T18:54:31,53.0,147042.0,182.0
1647971672,2022-03-22T18:54:32,54.0,145595.0,182.0
1647971673,2022-03-22T18:54:33,53.0,144715.0,182.0
1647971674,2022-03-22T18:54:34,53.0,144193.0,182.0
1647971675,2022-03-22T18:54:35,53.0,144193.0,183.0
1647971676,2022-03-22T18:54:36,53.0,149562.0,183.0
1647971677,2022-03-22T18:54:37,53.0,146490.0,183.0
1647971678,2022-03-22T18:54:38,53.0,147459.0,183.0
1647971679,2022-03-22T18:54:39,53.0,147743.0,183.0
1647971680,2022-03-22T18:54:40,52.0,146535.0,183.0
1647971681,2022-03-22T18:54:41,52.0,149682.0,183.0
1647971682,2022-03-22T18:54:42,52.0,146117.0,183.0
1647971683,2022-03-22T18:54:43,52.0,146117.0,183.0
1647971684,2022-03-22T18:54:44,52.0,145073.0,184.0
1647971685,2022-03-22T18:54:45,52.0,146818.0,184.0
1647971686,2022-03-22T18:54:46,52.0,146743.0,184.0
1647971687,2022-03-22T18:54:47,52.0,142433.0,184.0
1647971688,2022-03-22T18:54:48,53.0,155081.0,184.0
1647971689,2022-03-22T18:54:49,54.0,154037.0,184.0
1647971690,2022-03-22T18:54:50,55.0,152023.0,184.0
1647971691,2022-03-22T18:54:51,55.0,153902.0,184.0
1647971692,2022-03-22T18:54:52,55.0,154976.0,184.0
1647971693,2022-03-22T18:54:53,56.0,156289.0,184.0
1647971694,2022-03-22T18:54:54,55.0,156289.0,185.0
1647971695,2022-03-22T18:54:55,55.0,158063.0,185.0
1647971696,2022-03-22T18:54:56,55.0,145416.0,185.0
1647971697,2022-03-22T18:54:57,55.0,145446.0,185.0
1647971698,2022-03-22T18:54:58,55.0,148772.0,185.0
1647971699,2022-03-22T18:54:59,55.0,150875.0,185.0
1647971700,2022-03-22T18:55:00,55.0,153440.0,185.0
1647971701,2022-03-22T18:55:01,56.0,150442.0,185.0
1647971702,2022-03-22T18:55:02,57.0,144864.0,186.0
1647971703,2022-03-22T18:55:03,57.0,150502.0,186.0
1647971704,2022-03-22T18:55:04,57.0,151307.0,186.0
1647971705,2022-03-22T18:55:05,57.0,151576.0,186.0
1647971706,2022-03-22T18:55:06,56.0,148130.0,186.0
1647971707,2022-03-22T18:55:07,55.0,147295.0,187.0
1647971708,2022-03-22T18:55:08,55.0,148652.0,187.0
1647971709,2022-03-22T18:55:09,55.0,148652.0,187.0
1647971710,2022-03-22T18:55:10,55.0,156378.0,187.0
1647971711,2022-03-22T18:55:11,56.0,155319.0,187.0
1647971712,2022-03-22T18:55:12,57.0,154290.0,187.0
1647971713,2022-03-22T18:55:13,59.0,157795.0,187.0
1647971714,2022-03-22T18:55:14,60.0,167534.0,187.0
1647971715,2022-03-22T18:55:15,60.0,167534.0,187.0
1647971716,2022-03-22T18:55:16,60.0,161852.0,187.0
1647971717,2022-03-22T18:55:17,58.0,161613.0,187.0
1647971718,2022-03-22T18:55:18,57.0,156975.0,186.0
1647971719,2022-03-22T18:55:19,56.0,158615.0,186.0
1647971720,2022-03-22T18:55:20,55.0,157795.0,185.0
1647971721,2022-03-22T18:55:21,54.0,157795.0,185.0
1647971722,2022-03-22T18:55:22,53.0,153813.0,184.0
1647971723,2022-03-22T18:55:23,52.0,144044.0,184.0
1647971724,2022-03-22T18:55:24,51.0,149324.0,184.0
1647971725,2022-03-22T18:55:25,51.0,142881.0,183.0
1647971726,2022-03-22T18:55:26,51.0,149786.0,183.0
1647971727,2022-03-22T18:55:27,51.0,146206.0,183.0
1647971728,2022-03-22T18:55:28,51.0,141971.0,182.0
1647971729,2022-03-22T18:55:29,51.0,141971.0,182.0
1647971730,2022-03-22T18:55:30,51.0,145327.0,182.0
1647971731,2022-03-22T18:55:31,52.0,144461.0,182.0
1647971732,2022-03-22T18:55:32,52.0,147131.0,182.0
1647971733,2022-03-22T18:55:33,51.0,152426.0,182.0
1647971734,2022-03-22T18:55:34,51.0,147101.0,182.0
1647971735,2022-03-22T18:55:35,51.0,147101.0,182.0
1647971736,2022-03-22T18:55:36,50.0,147594.0,181.0
1647971737,2022-03-22T18:55:37,50.0,152828.0,181.0
1647971738,2022-03-22T18:55:38,50.0,145371.0,181.0
1647971739,2022-03-22T18:55:39,50.0,144447.0,181.0
1647971740,2022-03-22T18:55:40,50.0,135722.0,181.0
1647971741,2022-03-22T18:55:41,51.0,134349.0,181.0
1647971742,2022-03-22T18:55:42,51.0,127235.0,180.0
1647971743,2022-03-22T18:55:43,52.0,127235.0,180.0
1647971744,2022-03-22T18:55:44,52.0,124894.0,180.0
1647971745,2022-03-22T18:55:45,53.0,120703.0,180.0
1647971746,2022-03-22T18:55:46,54.0,127384.0,180.0
1647971747,2022-03-22T18:55:47,54.0,133335.0,180.0
1647971748,2022-03-22T18:55:48,54.0,132948.0,179.0
1647971749,2022-03-22T18:55:49,54.0,134588.0,179.0
1647971750,2022-03-22T18:55:50,53.0,138645.0,179.0
1647971751,2022-03-22T18:55:51,53.0,141165.0,179.0
1647971752,2022-03-22T18:55:52,53.0,141165.0,179.0
1647971753,2022-03-22T18:55:53,53.0,142642.0,179.0
1647971754,2022-03-22T18:55:54,52.0,135125.0,179.0
1647971755,2022-03-22T18:55:55,52.0,129144.0,178.0
1647971756,2022-03-22T18:55:56,51.0,134901.0,178.0
1647971757,2022-03-22T18:55:57,51.0,129875.0,178.0
1647971758,2022-03-22T18:55:58,52.0,129875.0,178.0
1647971759,2022-03-22T18:55:59,52.0,125565.0,178.0
1647971760,2022-03-22T18:56:00,51.0,126460.0,177.0
1647971761,2022-03-22T18:56:01,51.0,124595.0,177.0
1647971762,2022-03-22T18:56:02,52.0,130487.0,177.0
1647971763,2022-03-22T18:56:03,54.0,133827.0,177.0
1647971764,2022-03-22T18:56:04,56.0,129025.0,177.0
1647971765,2022-03-22T18:56:05,58.0,143760.0,177.0
1647971766,2022-03-22T18:56:06,60.0,142836.0,176.0
1647971767,2022-03-22T18:56:07,61.0,142836.0,177.0
1647971768,2022-03-22T18:56:08,62.0,142582.0,177.0
1647971769,2022-03-22T18:56:09,61.0,142224.0,177.0
1647971770,2022-03-22T18:56:10,61.0,144089.0,177.0
1647971771,2022-03-22T18:56:11,61.0,143567.0,178.0
1647971772,2022-03-22T18:56:12,61.0,137213.0,178.0
1647971773,2022-03-22T18:56:13,60.0,136736.0,179.0
1647971774,2022-03-22T18:56:14,60.0,140494.0,179.0
1647971775,2022-03-22T18:56:15,60.0,132828.0,180.0
1647971776,2022-03-22T18:56:16,60.0,131814.0,180.0
1647971777,2022-03-22T18:56:17,60.0,135483.0,181.0
1647971778,2022-03-22T18:56:18,60.0,137064.0,182.0
1647971779,2022-03-22T18:56:19,60.0,138391.0,182.0
1647971780,2022-03-22T18:56:20,61.0,138391.0,182.0
1647971781,2022-03-22T18:56:21,62.0,140405.0,183.0
1647971782,2022-03-22T18:56:22,62.0,149458.0,183.0
1647971783,2022-03-22T18:56:23,62.0,152545.0,184.0
1647971784,2022-03-22T18:56:24,63.0,153127.0,184.0
1647971785,2022-03-22T18:56:25,64.0,148995.0,185.0
1647971786,2022-03-22T18:56:26,64.0,151755.0,185.0
1647971787,2022-03-22T18:56:27,64.0,153634.0,185.0
1647971788,2022-03-22T18:56:28,64.0,168056.0,186.0
1647971789,2022-03-22T18:56:29,62.0,159197.0,186.0
1647971790,2022-03-22T18:56:30,60.0,152068.0,186.0
1647971791,2022-03-22T18:56:31,58.0,152068.0,187.0
1647971792,2022-03-22T18:56:32,57.0,146475.0,186.0
1647971793,2022-03-22T18:56:33,55.0,146042.0,187.0
1647971794,2022-03-22T18:56:34,54.0,145670.0,187.0
1647971795,2022-03-22T18:56:35,53.0,141270.0,186.0
1647971796,2022-03-22T18:56:36,52.0,128742.0,186.0
1647971797,2022-03-22T18:56:37,52.0,136945.0,186.0
1647971798,2022-03-22T18:56:38,53.0,140882.0,186.0
1647971799,2022-03-22T18:56:39,54.0,141568.0,186.0
1647971800,2022-03-22T18:56:40,55.0,148250.0,186.0
1647971801,2022-03-22T18:56:41,57.0,149861.0,187.0
1647971802,2022-03-22T18:56:42,58.0,146535.0,186.0
1647971803,2022-03-22T18:56:43,58.0,145983.0,186.0
1647971804,2022-03-22T18:56:44,59.0,138719.0,186.0
1647971805,2022-03-22T18:56:45,59.0,142239.0,186.0
1647971806,2022-03-22T18:56:46,58.0,142239.0,186.0
1647971807,2022-03-22T18:56:47,57.0,144775.0,186.0
1647971808,2022-03-22T18:56:48,55.0,138779.0,186.0
1647971809,2022-03-22T18:56:49,53.0,131083.0,185.0
1647971810,2022-03-22T18:56:50,51.0,131083.0,185.0
1647971811,2022-03-22T18:56:51,50.0,136288.0,185.0
1647971812,2022-03-22T18:56:52,49.0,134394.0,184.0
1647971813,2022-03-22T18:56:53,48.0,134394.0,184.0
1647971814,2022-03-22T18:56:54,47.0,135737.0,183.0
1647971815,2022-03-22T18:56:55,45.0,126683.0,182.0
1647971816,2022-03-22T18:56:56,44.0,126683.0,181.0
1647971817,2022-03-22T18:56:57,43.0,120971.0,180.0
1647971818,2022-03-22T18:56:58,43.0,119539.0,179.0
1647971819,2022-03-22T18:56:59,43.0,121583.0,177.0
1647971820,2022-03-22T18:57:00,43.0,119435.0,177.0
1647971821,2022-03-22T18:57:01,43.0,119435.0,175.0
1647971822,2022-03-22T18:57:02,43.0,116661.0,175.0
1647971823,2022-03-22T18:57:03,44.0,110800.0,174.0
1647971824,2022-03-22T18:57:04,44.0,110889.0,173.0
1647971825,2022-03-22T18:57:05,45.0,110889.0,172.0
1647971826,2022-03-22T18:57:06,46.0,109562.0,171.0
1647971827,2022-03-22T18:57:07,46.0,105192.0,171.0
1647971828,2022-03-22T18:57:08,46.0,108130.0,170.0
1647971829,2022-03-22T18:57:09,45.0,108130.0,170.0
1647971830,2022-03-22T18:57:10,44.0,99524.0,169.0
1647971831,2022-03-22T18:57:11,43.0,99524.0,169.0
1647971832,2022-03-22T18:57:12,42.0,96213.0,168.0
1647971833,2022-03-22T18:57:13,41.0,97824.0,167.0
1647971834,2022-03-22T18:57:14,41.0,97824.0,167.0
1647971835,2022-03-22T18:57:15,41.0,97078.0,166.0
1647971836,2022-03-22T18:57:16,41.0,98137.0,165.0
1647971837,2022-03-22T18:57:17,40.0,99241.0,163.0
1647971838,2022-03-22T18:57:18,40.0,99241.0,162.0
1647971839,2022-03-22T18:57:19,40.0,95005.0,161.0
1647971840,2022-03-22T18:57:20,40.0,99554.0,159.0
1647971841,2022-03-22T18:57:21,41.0,99554.0,158.0
1647971842,2022-03-22T18:57:22,41.0,99629.0,157.0
1647971843,2022-03-22T18:57:23,41.0,99629.0,155.0
1647971844,2022-03-22T18:57:24,40.0,96079.0,154.0
1647971845,2022-03-22T18:57:25,39.0,96079.0,152.0
1647971846,2022-03-22T18:57:26,39.0,92380.0,150.0
1647971847,2022-03-22T18:57:27,38.0,88771.0,148.0
1647971848,2022-03-22T18:57:28,37.0,88771.0,146.0
1647971849,2022-03-22T18:57:29,36.0,84490.0,145.0
1647971850,2022-03-22T18:57:30,36.0,84490.0,144.0
1647971851,2022-03-22T18:57:31,35.0,80941.0,143.0
1647971852,2022-03-22T18:57:32,34.0,80941.0,142.0
1647971853,2022-03-22T18:57:33,34.0,80941.0,141.0
1647971854,2022-03-22T18:57:34,33.0,73364.0,139.0
1647971855,2022-03-22T18:57:35,32.0,73364.0,138.0
1647971856,2022-03-22T18:57:36,31.0,63014.0,137.0
1647971857,2022-03-22T18:57:37,31.0,63014.0,136.0
1647971858,2022-03-22T18:57:38,30.0,60389.0,135.0
1647971859,2022-03-22T18:57:39,30.0,58823.0,134.0
1647971860,2022-03-22T18:57:40,31.0,58480.0,133.0
1647971861,2022-03-22T18:57:41,32.0,58480.0,134.0
1647971862,2022-03-22T18:57:42,33.0,57898.0,134.0
1647971863,2022-03-22T18:57:43,33.0,57898.0,135.0
1647971864,2022-03-22T18:57:44,33.0,52126.0,135.0
1647971865,2022-03-22T18:57:45,34.0,55109.0,134.0
1647971866,2022-03-22T18:57:46,35.0,55109.0,133.0
1647971867,2022-03-22T18:57:47,36.0,61328.0,132.0
1647971868,2022-03-22T18:57:48,37.0,61328.0,131.0
1647971869,2022-03-22T18:57:49,37.0,55527.0,129.0
1647971870,2022-03-22T18:57:50,36.0,55527.0,128.0
1647971871,2022-03-22T18:57:51,36.0,54378.0,128.0
1647971872,2022-03-22T18:57:52,36.0,51186.0,127.0
1647971873,2022-03-22T18:57:53,36.0,51186.0,128.0
1647971874,2022-03-22T18:57:54,35.0,52946.0,128.0
1647971875,2022-03-22T18:57:55,36.0,52946.0,128.0
1647971876,2022-03-22T18:57:56,36.0,59494.0,128.0
1647971877,2022-03-22T18:57:57,35.0,59494.0,127.0
1647971878,2022-03-22T18:57:58,35.0,53125.0,126.0
1647971879,2022-03-22T18:57:59,34.0,54840.0,125.0
1647971880,2022-03-22T18:58:00,35.0,54840.0,125.0
1647971881,2022-03-22T18:58:01,36.0,59285.0,124.0
1647971882,2022-03-22T18:58:02,36.0,59285.0,124.0
1647971883,2022-03-22T18:58:03,36.0,58867.0,123.0
1647971884,2022-03-22T18:58:04,35.0,59330.0,122.0
1647971885,2022-03-22T18:58:05,34.0,59330.0,122.0
1647971886,2022-03-22T18:58:06,34.0,55586.0,121.0
1647971887,2022-03-22T18:58:07,33.0,55586.0,121.0
1647971888,2022-03-22T18:58:08,33.0,49307.0,120.0
1647971889,2022-03-22T18:58:09,33.0,49307.0,120.0
1647971890,2022-03-22T18:58:10,33.0,49307.0,121.0
1647971891,2022-03-22T18:58:11,33.0,51649.0,121.0
1647971892,2022-03-22T18:58:12,33.0,49188.0,121.0
1647971893,2022-03-22T18:58:13,32.0,49188.0,122.0
1647971894,2022-03-22T18:58:14,32.0,51589.0,122.0
1647971895,2022-03-22T18:58:15,32.0,51500.0,122.0
1647971896,2022-03-22T18:58:16,33.0,51500.0,122.0
1647971897,2022-03-22T18:58:17,33.0,51500.0,121.0
1647971898,2022-03-22T18:58:18,33.0,49382.0,120.0
1647971899,2022-03-22T18:58:19,33.0,49158.0,120.0
1647971900,2022-03-22T18:58:20,32.0,49158.0,119.0
1647971901,2022-03-22T18:58:21,32.0,51052.0,119.0
1647971902,2022-03-22T18:58:22,33.0,51052.0,118.0
1647971903,2022-03-22T18:58:23,33.0,55556.0,118.0
1647971904,2022-03-22T18:58:24,33.0,55556.0,117.0
1647971905,2022-03-22T18:58:25,33.0,55556.0,117.0
1647971906,2022-03-22T18:58:26,33.0,50083.0,116.0
1647971907,2022-03-22T18:58:27,32.0,50083.0,116.0
1647971908,2022-03-22T18:58:28,31.0,44833.0,115.0
1647971909,2022-03-22T18:58:29,29.0,44833.0,115.0
1647971910,2022-03-22T18:58:30,29.0,44833.0,115.0
1647971911,2022-03-22T18:58:31,29.0,44833.0,115.0
1647971912,2022-03-22T18:58:32,28.0,40851.0,115.0
1647971913,2022-03-22T18:58:33,27.0,40851.0,115.0
1647971914,2022-03-22T18:58:34,25.0,39971.0,115.0
1647971915,2022-03-22T18:58:35,25.0,39971.0,115.0
1647971916,2022-03-22T18:58:36,25.0,38405.0,115.0
1647971917,2022-03-22T18:58:37,24.0,38405.0,115.0
1647971918,2022-03-22T18:58:38,24.0,37510.0,115.0
1647971919,2022-03-22T18:58:39,24.0,37510.0,115.0
1647971920,2022-03-22T18:58:40,24.0,34497.0,115.0
1647971921,2022-03-22T18:58:41,24.0,34497.0,115.0
1647971922,2022-03-22T18:58:42,25.0,38673.0,115.0
1647971923,2022-03-22T18:58:43,25.0,38673.0,116.0
1647971924,2022-03-22T18:58:44,26.0,38673.0,117.0
1647971925,2022-03-22T18:58:45,26.0,44445.0,118.0
1647971926,2022-03-22T18:58:46,25.0,44445.0,118.0
1647971927,2022-03-22T18:58:47,25.0,44445.0,118.0
1647971928,2022-03-22T18:58:48,25.0,44445.0,118.0
1647971929,2022-03-22T18:58:49,25.0,42745.0,118.0
1647971930,2022-03-22T18:58:50,25.0,42745.0,117.0
1647971931,2022-03-22T18:58:51,24.0,42745.0,117.0
1647971932,2022-03-22T18:58:52,24.0,42745.0,117.0
1647971933,2022-03-22T18:58:53,24.0,42670.0,117.0
1647971934,2022-03-22T18:58:54,23.0,42670.0,118.0
1647971935,2022-03-22T18:58:55,22.0,45549.0,119.0
1647971936,2022-03-22T18:58:56,22.0,45549.0,120.0
1647971936,2022-03-22T18:58:56,,,
1647971937,2022-03-22T18:58:57,22.0,44758.0,121.0
1647971938,2022-03-22T18:58:58,22.0,44758.0,123.0
1647971939,2022-03-22T18:58:59,22.0,42775.0,124.0
1647971940,2022-03-22T18:59:00,22.0,42775.0,125.0
1647971941,2022-03-22T18:59:01,22.0,40895.0,126.0
1647971942,2022-03-22T18:59:02,22.0,40895.0,126.0
1647971943,2022-03-22T18:59:03,22.0,36675.0,126.0
1647971944,2022-03-22T18:59:04,23.0,36675.0,126.0
1647971945,2022-03-22T18:59:05,24.0,39971.0,125.0
1647971946,2022-03-22T18:59:06,25.0,39971.0,124.0
1647971947,2022-03-22T18:59:07,27.0,38748.0,123.0
1647971948,2022-03-22T18:59:08,29.0,38748.0,122.0
1647971949,2022-03-22T18:59:09,31.0,38748.0,121.0
1647971950,2022-03-22T18:59:10,31.0,31067.0,119.0
1647971951,2022-03-22T18:59:11,30.0,31067.0,119.0
1647971952,2022-03-22T18:59:12,29.0,29903.0,117.0
1647971953,2022-03-22T18:59:13,28.0,29903.0,115.0
1647971954,2022-03-22T18:59:14,28.0,28502.0,114.0
1647971955,2022-03-22T18:59:15,27.0,28502.0,112.0
1647971956,2022-03-22T18:59:16,27.0,28502.0,111.0
1647971957,2022-03-22T18:59:17,27.0,28502.0,110.0
1647971958,2022-03-22T18:59:18,27.0,22312.0,109.0
