Timestamp,DateTime,Latitude,Longitude,Altitude,Cadence,Distance,Speed,Breathing rate (rpm),Minute ventilation (mL/min),Heart rate (bpm)
1647971369,2022-03-22T18:49:29,49.23927392810583,3.8842198625206947,219.1999969482422,52,11855.26953125,4.301000118255615,42.0,106385.0,161.0
1647971376,2022-03-22T18:49:36,49.23947065137327,3.8846507761627436,219.0,37,11893.5302734375,6.139999866485596,38.0,83730.0,154.0
1647971382,2022-03-22T18:49:42,49.23971456475556,3.8851693645119667,217.8000030517578,0,11940.0302734375,8.416000366210938,33.0,82387.0,149.0
1647971383,2022-03-22T18:49:43,49.23976477235556,3.8852654211223125,217.8000030517578,0,11948.98046875,8.706000328063965,33.0,82387.0,148.0
1647971384,2022-03-22T18:49:44,49.23981975764036,3.885355442762375,217.60000610351562,0,11957.9296875,8.920000076293945,33.0,78659.0,148.0
1647971386,2022-03-22T18:49:46,49.23994674347341,3.885528277605772,216.8000030517578,0,11976.83984375,9.628999710083008,33.0,72812.0,145.0
1647971387,2022-03-22T18:49:47,49.24002209678292,3.8856055587530136,216.0,0,11986.919921875,9.835000038146973,34.0,82298.0,144.0
1647971390,2022-03-22T18:49:50,49.24028528854251,3.8857891224324703,205.0,0,12019.150390625,10.805000305175781,39.0,73722.0,141.0
1647971391,2022-03-22T18:49:51,49.240385703742504,3.8858279306441545,214.39999389648438,0,12030.66015625,11.168999671936035,39.0,71649.0,140.0
1647971393,2022-03-22T18:49:53,49.24059256911278,3.885868415236473,213.1999969482422,0,12053.849609375,11.52299976348877,39.0,69442.0,139.0
1647971394,2022-03-22T18:49:54,49.24069968983531,3.8858706783503294,212.39999389648438,0,12065.759765625,11.52299976348877,39.0,69129.0,138.0
1647971396,2022-03-22T18:49:56,49.240921223536134,3.885861374437809,211.39999389648438,0,12090.41015625,12.130000114440918,39.0,72902.0,136.0
1647971398,2022-03-22T18:49:58,49.241151474416256,3.885837821289897,210.0,0,12116.0703125,12.746000289916992,40.0,76243.0,135.0
1647971399,2022-03-22T18:49:59,49.24126890487969,3.8858264219015837,209.60000610351562,0,12129.16015625,12.98799991607666,40.0,72783.0,135.0
1647971401,2022-03-22T18:50:01,49.24151231534779,3.8858041260391474,208.60000610351562,0,12156.2802734375,13.35200023651123,40.0,73319.0,135.0
1647971402,2022-03-22T18:50:02,49.241634691134095,3.8857910502701998,207.1999969482422,0,12169.919921875,13.446000099182129,41.0,71351.0,135.0
1647971404,2022-03-22T18:50:04,49.241879442706704,3.8857736997306347,205.60000610351562,0,12197.169921875,13.20300006866455,41.0,69606.0,133.0
1647971406,2022-03-22T18:50:06,49.24213232472539,3.885755678638816,204.0,19,12225.3203125,13.446000099182129,42.0,68070.0,131.0
1647971408,2022-03-22T18:50:08,49.24238981679082,3.88576271943748,202.1999969482422,19,12253.9501953125,13.725000381469727,41.0,63774.0,130.0
1647971409,2022-03-22T18:50:09,49.242515210062265,3.8858006056398153,202.0,19,12268.1298828125,13.836999893188477,41.0,64788.0,130.0
1647971410,2022-03-22T18:50:10,49.24264010041952,3.885862212628126,201.1999969482422,19,12282.7099609375,13.968000411987305,40.0,64788.0,129.0
1647971412,2022-03-22T18:50:12,49.24288669601083,3.8860417529940605,199.1999969482422,0,12313.08984375,15.227999687194824,40.0,63521.0,128.0
1647971414,2022-03-22T18:50:14,49.243104960769415,3.886303687468171,197.8000030517578,0,12343.9697265625,15.34000015258789,38.0,57272.0,127.0
1647971415,2022-03-22T18:50:15,49.24319506622851,3.8864765223115683,197.1999969482422,0,12360.01953125,15.805999755859375,37.0,57272.0,126.0
1647971416,2022-03-22T18:50:16,49.24326857551932,3.8866714853793383,195.39999389648438,0,12376.3798828125,16.150999069213867,35.0,53349.0,126.0
1647971417,2022-03-22T18:50:17,49.24332113005221,3.886888073757291,194.1999969482422,0,12393.2001953125,16.365999221801758,33.0,53349.0,127.0
1647971418,2022-03-22T18:50:18,49.24336060881615,3.8871141336858273,193.1999969482422,0,12410.2197265625,16.524999618530273,32.0,53349.0,127.0
1647971419,2022-03-22T18:50:19,49.24339631572366,3.887345977127552,191.39999389648438,0,12427.5595703125,16.94499969482422,31.0,49650.0,127.0
1647971421,2022-03-22T18:50:21,49.24345859326422,3.887817794457078,188.8000030517578,0,12462.58984375,17.047000885009766,29.0,48517.0,126.0
1647971422,2022-03-22T18:50:22,49.243493461981416,3.8880546670407057,187.39999389648438,0,12480.26953125,17.224000930786133,28.0,48442.0,125.0
1647971423,2022-03-22T18:50:23,49.243528079241514,3.8882943894714117,186.0,0,12498.1396484375,16.94499969482422,28.0,48442.0,123.0
1647971424,2022-03-22T18:50:24,49.24356403760612,3.8885346986353397,184.0,0,12516.080078125,17.047000885009766,28.0,48547.0,122.0
1647971425,2022-03-22T18:50:25,49.24360502511263,3.888775175437331,181.0,0,12534.169921875,17.06599998474121,29.0,48547.0,120.0
1647971426,2022-03-22T18:50:26,49.24365338869393,3.8890100363641977,180.1999969482422,0,12552.0595703125,17.224000930786133,28.0,45966.0,119.0
1647971427,2022-03-22T18:50:27,49.24371792934835,3.8892329949885607,178.60000610351562,0,12569.7802734375,17.34600067138672,28.0,49904.0,119.0
1647971428,2022-03-22T18:50:28,49.24379697069526,3.8894474040716887,177.0,0,12587.66015625,17.47599983215332,29.0,49904.0,118.0
1647971429,2022-03-22T18:50:29,49.24390107393265,3.8896494079381227,175.39999389648438,0,12606.3095703125,17.97100067138672,30.0,51992.0,118.0
1647971430,2022-03-22T18:50:30,49.24401598982513,3.8898352347314358,174.60000610351562,0,12624.91015625,17.58799934387207,31.0,51992.0,118.0
1647971431,2022-03-22T18:50:31,49.24413425847888,3.8900187145918608,172.0,0,12643.66015625,18.44700050354004,33.0,54736.0,118.0
1647971432,2022-03-22T18:50:32,49.24424858763814,3.8902064692229033,170.60000610351562,0,12662.330078125,18.493000030517578,34.0,54736.0,118.0
1647971433,2022-03-22T18:50:33,49.2443629167974,3.8903990853577852,168.39999389648438,0,12681.259765625,18.801000595092773,35.0,51470.0,118.0
1647971434,2022-03-22T18:50:34,49.2444786708802,3.8905994966626167,166.8000030517578,0,12700.7197265625,18.90399932861328,35.0,47249.0,118.0
1647971435,2022-03-22T18:50:35,49.24458662979305,3.890806781128049,163.60000610351562,0,12720.0,18.913000106811523,34.0,47249.0,118.0
1647971436,2022-03-22T18:50:36,49.24469224177301,3.8910168316215277,162.1999969482422,0,12739.2900390625,18.493000030517578,34.0,48487.0,118.0
1647971437,2022-03-22T18:50:37,49.244797099381685,3.891223780810833,160.1999969482422,0,12758.33984375,18.55900001525879,35.0,52961.0,118.0
1647971439,2022-03-22T18:50:39,49.245010167360306,3.8916333205997944,156.8000030517578,0,12796.4296875,18.801000595092773,38.0,51127.0,119.0
1647971441,2022-03-22T18:50:41,49.24522767774761,3.8920553494244814,153.8000030517578,0,12835.5400390625,18.913000106811523,38.0,50530.0,118.0
1647971442,2022-03-22T18:50:42,49.24533085897565,3.89226783066988,150.39999389648438,0,12854.8095703125,18.93199920654297,37.0,49934.0,118.0
1647971444,2022-03-22T18:50:44,49.24552540294826,3.892713412642479,148.0,0,12893.8095703125,19.016000747680664,38.0,51231.0,117.0
1647971445,2022-03-22T18:50:45,49.245606791228056,3.892947770655155,147.0,0,12913.1201171875,19.016000747680664,38.0,51231.0,116.0
1647971446,2022-03-22T18:50:46,49.24568013288081,3.893184643238783,145.0,0,12932.2001953125,19.006999969482422,38.0,51649.0,116.0
1647971448,2022-03-22T18:50:48,49.24580820836127,3.893649335950613,141.8000030517578,0,12968.849609375,17.95199966430664,37.0,49844.0,118.0
1647971449,2022-03-22T18:50:49,49.24588465131819,3.893865253776312,140.8000030517578,0,12986.7099609375,17.95199966430664,37.0,49844.0,120.0
1647971450,2022-03-22T18:50:50,49.2459705658257,3.894073711708188,139.60000610351562,0,13004.6396484375,17.915000915527344,37.0,48651.0,122.0
1647971452,2022-03-22T18:50:52,49.24616686999798,3.89446715824306,137.8000030517578,106,13040.66015625,17.95199966430664,40.0,53066.0,127.0
1647971453,2022-03-22T18:50:53,49.24626225605607,3.8946523144841194,137.1999969482422,109,13057.8095703125,17.95199966430664,42.0,56705.0,130.0
1647971454,2022-03-22T18:50:54,49.24635839648545,3.8948352076113224,136.39999389648438,108,13074.8798828125,17.915000915527344,43.0,56705.0,132.0
1647971456,2022-03-22T18:50:56,49.24655604176223,3.895194623619318,135.39999389648438,87,13109.0595703125,17.038000106811523,43.0,70113.0,136.0
1647971458,2022-03-22T18:50:58,49.24672937951982,3.8955461606383324,134.0,87,13141.1103515625,15.48900032043457,42.0,59166.0,138.0
1647971460,2022-03-22T18:51:00,49.24689316190779,3.8958948478102684,133.0,0,13172.3603515625,15.53600025177002,38.0,58867.0,138.0
1647971462,2022-03-22T18:51:02,49.247056944295764,3.8962325546890497,131.8000030517578,97,13202.9599609375,15.302000045776367,36.0,63819.0,137.0
1647971464,2022-03-22T18:51:04,49.24721418879926,3.8965582754462957,130.39999389648438,93,13232.419921875,14.901000022888184,35.0,63819.0,136.0
1647971465,2022-03-22T18:51:05,49.24728979356587,3.8967180345207453,130.1999969482422,90,13246.76953125,14.276000022888184,35.0,62536.0,135.0
1647971467,2022-03-22T18:51:07,49.24743697978556,3.8970202021300793,129.39999389648438,85,13274.1904296875,13.687999725341797,31.0,60269.0,134.0
1647971469,2022-03-22T18:51:09,49.24758014269173,3.897307785227895,128.1999969482422,85,13300.5,12.998000144958496,30.0,60269.0,133.0
1647971471,2022-03-22T18:51:11,49.24771383404732,3.897584890946746,127.5999984741211,15,13325.5595703125,12.670999526977539,30.0,56585.0,132.0
