time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),minute_ventilation_adjusted [mL/min](/api/datatype/38/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
421880241314,29,53359.04,59926.306461538465,,0.1953125,140,0
421880241570,29,54116.0,60776.43076923076,,0.2109375,140,0
421880241826,29,54116.0,60776.43076923076,,0.19140625,140,0
421880242082,29,54049.6,60701.85846153847,,0.2109375,141,0
421880242338,29,54049.6,60701.85846153847,,0.20703125,141,0
421880242594,29,56918.079999999994,63923.38215384615,,0.203125,141,41
421880242850,29,56918.079999999994,63923.38215384615,,0.18359375,142,49
421880243106,29,57130.56,64162.01353846154,,0.203125,142,47
421880243362,29,57130.56,64162.01353846154,,0.203125,143,44
421880243618,29,59454.56,66772.04430769231,,0.1796875,143,44
421880243874,29,59454.56,66772.04430769231,,0.20703125,144,46
421880244130,30,62057.439999999995,69695.27876923076,,0.19140625,145,49
421880244386,30,62057.439999999995,69695.27876923076,,0.20703125,145,51
421880244642,30,62801.119999999995,70530.48861538462,,0.21484375,146,53
421880244898,30,62801.119999999995,70530.48861538462,,0.2265625,146,61
421880245154,30,65072.0,73080.86153846154,,0.1953125,147,77
421880245410,30,66891.36,75124.14276923076,,0.25,148,106
421880245666,31,66891.36,75124.14276923076,,0.23046875,148,139
421880245922,31,69720.0,78300.92307692308,,0.2421875,148,153
421880246178,31,69720.0,78300.92307692308,,0.23046875,149,147
421880246434,31,70795.68,79508.99446153846,,0.20703125,149,135
421880246690,31,70795.68,79508.99446153846,,0.21875,149,123
421880246946,31,70795.68,79508.99446153846,,0.2109375,150,116
421880247202,31,68617.76,77063.02276923077,,0.1796875,150,111
421880247458,31,68617.76,77063.02276923077,,0.234375,150,103
421880247714,30,71021.44,79762.54030769231,,0.20703125,151,93
421880247970,30,71512.8,80314.37538461538,,0.2265625,151,83
421880248226,30,71512.8,80314.37538461538,,0.2265625,151,76
421880248482,31,73146.23999999999,82148.85415384616,,0.21484375,151,72
421880248738,31,73146.23999999999,82148.85415384616,,0.33203125,152,68
421880248994,31,73013.44,81999.70953846154,,0.44140625,152,68
421880249250,32,73584.48,82641.0313846154,,0.43359375,151,78
421880249506,32,73584.48,82641.0313846154,,0.4609375,152,97
421880249762,33,75656.16,84967.68738461539,,0.5234375,152,120
421880250018,34,82933.59999999999,93140.81230769231,,0.45703125,152,134
421880250274,36,82933.59999999999,93140.81230769231,,0.4921875,152,135
421880250530,37,83411.68,93677.73292307692,,0.453125,152,133
421880250786,38,86731.68,97406.3483076923,,0.5,152,132
421880251042,38,86731.68,97406.3483076923,,0.5,153,133
421880251298,38,95098.08,106802.45907692309,,0.34765625,154,135
421880251554,37,95098.08,106802.45907692309,,0.1796875,156,133
421880251810,36,100954.56,113379.73661538461,,0.18359375,157,120
421880252066,36,100954.56,113379.73661538461,,0.18359375,158,90
421880252322,36,100821.76,113230.592,,0.18359375,159,40
421880252578,36,100821.76,113230.592,,0.19140625,159,0
421880252834,36,100516.31999999999,112887.55938461538,,0.1796875,160,0
421880253090,35,99706.23999999999,111977.77723076922,,0.18359375,159,48
421880253346,35,99706.23999999999,111977.77723076922,,0.25390625,159,56
421880253602,34,98856.31999999999,111023.25169230769,,0.1875,159,54
421880253858,34,98856.31999999999,111023.25169230769,,0.22265625,159,51
421880254114,34,99188.31999999999,111396.11323076925,,0.19921875,159,53
421880254370,34,91791.36,103088.75815384615,,0.25,159,62
421880254626,34,91791.36,103088.75815384615,,0.26953125,159,75
421880254882,35,88617.44,99524.20184615385,,0.25,158,97
421880255138,35,88617.44,99524.20184615385,,0.23046875,158,136
421880255394,35,88763.51999999999,99688.26092307692,,0.22265625,158,165
421880255650,34,88763.51999999999,99688.26092307692,,0.24609375,159,166
421880255906,34,89215.04,100195.35261538462,,0.19140625,158,157
421880256162,34,89215.04,100195.35261538462,,0.23046875,158,150
421880256418,34,89958.72,101030.56246153847,,0.2109375,159,142
421880256674,34,89958.72,101030.56246153847,,0.22265625,158,138
421880256930,33,91472.64,102730.81107692307,,0.19921875,158,141
421880257186,33,91472.64,102730.81107692307,,0.2109375,159,138
421880257442,33,89666.56,100702.44430769232,,0.1953125,159,129
421880257698,33,89666.56,100702.44430769232,,0.18359375,159,121
421880257954,32,89892.31999999999,100955.99015384616,,0.1953125,159,119
421880258210,32,89892.31999999999,100955.99015384616,,0.2265625,159,116
421880258466,32,88258.87999999999,99121.51138461538,,0.265625,159,109
421880258722,31,89560.31999999999,100583.12861538463,,0.265625,159,113
421880258978,31,89560.31999999999,100583.12861538463,,0.25390625,159,138
421880259234,31,91658.56,102939.61353846155,,0.26953125,159,160
421880259490,32,91658.56,102939.61353846155,,0.25390625,159,167
421880259746,32,90808.64,101985.08799999999,,0.26171875,159,166
421880260002,32,91525.76,102790.46892307691,,0.28125,159,164
421880260258,33,91525.76,102790.46892307691,,0.2578125,160,163
421880260514,33,94792.64,106459.42646153846,,0.28125,160,164
421880260770,34,94792.64,106459.42646153846,,0.28515625,160,164
421880261026,34,95310.56,107041.09046153846,,0.25390625,160,164
421880261282,34,97807.2,109845.00923076922,,0.2421875,160,165
421880261538,35,97807.2,109845.00923076922,,0.25,160,160
421880261794,36,96346.4,108204.41846153846,,0.41015625,160,141
421880262050,36,97953.28,110009.0683076923,,0.4609375,160,120
421880262306,37,97953.28,110009.0683076923,,0.48046875,160,112
421880262562,37,99772.64,112052.34953846155,,0.45703125,158,120
421880262818,38,100967.84,113394.65107692307,,0.44140625,158,132
421880263074,38,100967.84,113394.65107692307,,0.515625,158,137
421880263330,38,101910.72,114453.57784615386,,0.48828125,152,137
421880263586,39,104540.15999999999,117406.64123076924,,0.51953125,152,135
421880263842,39,104540.15999999999,117406.64123076924,,0.48046875,149,133
421880264098,39,105695.51999999999,118704.19938461538,,0.5,149,133
421880264354,39,105695.51999999999,118704.19938461538,,0.48828125,145,134
421880264610,39,109506.87999999999,122984.64984615384,,0.49609375,145,136
421880264866,39,108988.95999999999,122402.98584615384,,0.4765625,143,136
421880265122,39,108988.95999999999,122402.98584615384,,0.546875,143,136
421880265378,39,110303.68,123879.51753846153,,0.48828125,145,136
421880265634,39,110781.76,124416.43815384616,,0.5078125,144,135
421880265890,39,110781.76,124416.43815384616,,0.48046875,143,134
421880266146,39,110728.64,124356.78030769232,,0.4453125,149,134
421880266402,39,117023.36,131426.23507692307,,0.12890625,155,137
421880266658,40,119121.59999999999,133782.72,,0.17578125,160,133
421880266914,41,119121.59999999999,133782.72,,0.20703125,169,114
421880267170,41,119373.92,134066.09476923075,,0.2109375,169,90
421880267426,41,119812.15999999999,134558.272,,0.22265625,169,75
421880267682,41,119812.15999999999,134558.272,,0.234375,168,68
421880267938,41,121498.72,136452.4086153846,,0.18359375,168,64
421880268194,41,121498.72,136452.4086153846,,0.2578125,168,66
421880268450,41,120436.31999999999,135259.25169230768,,0.23046875,168,76
421880268706,40,118178.72,132723.79323076922,,0.234375,168,88
